"target_unit_2001","census_2011_source_district_count","census_2011_source_districts","census_2011_parent_reconstruction_complete","workers_excl_cultivators_aglab_total","occupation_division_1","occupation_division_2","occupation_division_3","occupation_division_4","occupation_division_5","occupation_division_6","occupation_division_7","occupation_division_8","occupation_division_9","occupation_division_x","census_year","manager_professional_technical_share","clerical_service_sales_share","skilled_agriculture_fishery_share","craft_machine_operator_share","elementary_occupation_share","occupation_not_classified_share"
"pc2001__24__25",1,"Valsad",TRUE,412334,15544,11818,20724,10794,46002,30412,55906,72470,53472,95192,2011,0.116619051545592,0.137742703730471,0.0737557417045405,0.311339836152246,0.129681277799066,0.230861389068086
"pc2001__25__01",1,"Diu",TRUE,14988,286,442,533,244,1790,6423,920,2630,914,806,2011,0.0841339738457433,0.135708566853483,0.428542834267414,0.236856151587937,0.0609821190285562,0.0537763544168668
"pc2001__25__02",1,"Daman",TRUE,103934,2933,1613,2808,2156,7595,2178,12498,49889,15659,6605,2011,0.0707564415879308,0.0938191544634095,0.0209556064425501,0.600255931648931,0.150662920699675,0.0635499451575038
"pc2001__26__01",1,"Dadra & Nagar Haveli",TRUE,110970,4841,2848,5072,1982,8667,1325,12454,34950,18493,20338,2011,0.114995043705506,0.0959628728485176,0.0119401640082905,0.42717851671623,0.166648643777598,0.183274758943859
"pc2001__27__01",1,"Nandurbar",TRUE,142178,2646,8263,11601,4895,25907,3097,20714,10317,16015,38723,2011,0.158322665953945,0.216643925220498,0.0217825542629661,0.218254582284179,0.112640492903262,0.27235577937515
"pc2001__27__02",1,"Dhule",TRUE,266852,5540,17782,18686,11836,46922,5342,46120,21768,36284,56572,2011,0.157420592688082,0.220189468319518,0.020018587081978,0.254403189783101,0.135970500502151,0.21199766162517
"pc2001__27__04",1,"Buldana",TRUE,231087,6341,10922,26709,11560,43364,4481,32387,17562,34914,42847,2011,0.190283313211042,0.23767671915772,0.0193909653074383,0.216148030828216,0.15108595464046,0.185415016855124
"pc2001__27__05",1,"Akola",TRUE,250484,7679,13532,24056,12770,50277,2147,38919,21651,43150,36303,2011,0.180718129700899,0.251700707430415,0.00857140575845164,0.241811852254036,0.17226649207135,0.144931412784849
"pc2001__27__06",1,"Washim",TRUE,93897,1715,5763,9561,4007,18107,972,12590,6875,12315,21992,2011,0.181464796532371,0.235513381684186,0.0103517684271063,0.207301617730066,0.131154349979233,0.234214085647039
"pc2001__27__07",1,"Amravati",TRUE,369373,11091,23438,35215,20212,72450,7079,56064,29295,62506,52023,2011,0.188817266015654,0.250862948834918,0.0191649091839414,0.231091606587379,0.169221897648177,0.140841371729932
"pc2001__27__08",1,"Wardha",TRUE,194224,5196,12844,17238,10534,33824,3730,31334,17314,36640,25570,2011,0.181635637202405,0.228385781365846,0.0192046297059066,0.250473679874784,0.188648158826921,0.131652113024137
"pc2001__27__09",1,"Nagpur",TRUE,1238430,97665,71507,98193,73918,155866,12647,189303,135293,283437,120601,2011,0.215890280435713,0.185544600825238,0.010212123414323,0.262102823736505,0.228868002228628,0.0973821693595924
"pc2001__27__10",1,"Bhandara",TRUE,161526,4182,9152,14012,7558,25634,5218,29108,10562,29736,26364,2011,0.169297822022461,0.205490137810631,0.0323043968153734,0.245595136386712,0.184094201552691,0.163218305412132
"pc2001__27__11",1,"Gondiya",TRUE,198166,4026,8878,14760,6106,29504,4880,46440,12026,38022,33524,2011,0.139600133221642,0.179697829092781,0.024625818758011,0.29503547530858,0.191869442790388,0.169171300828598
"pc2001__27__12",1,"Gadchiroli",TRUE,111056,2100,5172,12406,4798,16900,5734,11130,4286,14838,33692,2011,0.177189886183547,0.195378907938337,0.051631609278202,0.138812851174182,0.133608269701772,0.303378475723959
"pc2001__27__13",1,"Chandrapur",TRUE,362820,9632,18887,28082,15903,56647,10999,58839,41782,74105,47944,2011,0.156002976682653,0.199961413373022,0.0303153078661595,0.277330356650681,0.204247285155173,0.132142660272311
"pc2001__27__14",1,"Yavatmal",TRUE,283572,29964,12328,29464,13729,31938,5725,42593,24025,43681,50125,2011,0.253043318804395,0.161041992862483,0.0201888761937004,0.234924463628285,0.154038480526991,0.176762867984145
"pc2001__27__15",1,"Nanded",TRUE,414097,42810,18056,40312,19040,42243,5106,62282,33449,68668,82131,2011,0.244334056996308,0.147991895618659,0.0123304443161868,0.231180134123164,0.16582588137562,0.198337587570062
"pc2001__27__16",1,"Hingoli",TRUE,100033,9931,3738,9826,3690,11344,991,15270,7284,14345,23614,2011,0.234872492077614,0.150290404166625,0.00990673077884298,0.225465596353203,0.143402677116552,0.236062099507163
"pc2001__27__17",1,"Parbhani",TRUE,210897,22079,10096,18684,9294,23524,3033,29941,16923,37462,39861,2011,0.241155635215295,0.155611507038981,0.0143814279008236,0.222212738919947,0.177631734922735,0.189006956002219
"pc2001__27__20",1,"Nashik",TRUE,1067015,71652,53806,86052,44137,117336,13975,212348,111458,212650,143601,2011,0.19822589185719,0.151331518301055,0.0130972854177308,0.303469023397047,0.199294292957456,0.134581988069521
"pc2001__27__22",1,"Mumbai Suburban",TRUE,3698685,411066,285663,277205,303934,480665,15586,588611,372580,648456,314919,2011,0.263318990397939,0.21212917563945,0.00421393008596298,0.259873711873274,0.175320688298679,0.085143503704695
"pc2001__27__23",1,"Mumbai",TRUE,1272188,75155,79340,86993,121428,264691,6209,200690,104190,208044,125448,2011,0.18982100129855,0.303507814882706,0.00488056796636975,0.239650114605703,0.163532433885558,0.0986080673611133
"pc2001__27__24",1,"Raigarh",TRUE,675948,46342,33990,54159,48619,61506,25484,86433,75662,142394,101359,2011,0.198966488546456,0.162919336990419,0.0377011249386047,0.239803949416227,0.210658216312497,0.149950883795795
"pc2001__27__25",1,"Pune",TRUE,2750838,245128,256395,207190,185374,270059,31572,358625,298686,566331,331478,2011,0.257635309676542,0.165561548880741,0.0114772298477773,0.238949367429125,0.205875809480602,0.120500734685212
"pc2001__27__27",1,"Bid",TRUE,275544,26442,13724,30774,12002,28142,4730,39150,27838,37194,55548,2011,0.257454344859623,0.145689980547571,0.0171660424469413,0.243111807914525,0.134983886421043,0.201593937810295
"pc2001__27__31",1,"Satara",TRUE,471456,29918,22544,44214,28412,51526,16084,70828,55676,72396,79858,2011,0.205058372361366,0.169555589492975,0.0341155908504717,0.26832620647526,0.153558338423946,0.169385902395982
"pc2001__27__32",1,"Ratnagiri",TRUE,263604,23372,10502,26778,13656,26568,20840,37778,26198,41716,36196,2011,0.230087555575788,0.152592525151363,0.0790579809107601,0.242697379402437,0.158252530310617,0.137312028649034
"pc2001__27__33",1,"Sindhudurg",TRUE,140018,12186,6068,13368,7854,15198,9444,18110,12996,23546,21248,2011,0.225842391692497,0.164635975374595,0.0674484709108829,0.222157151223414,0.168164093188019,0.151751917610593
"pc2001__27__34",1,"Kolhapur",TRUE,776537,51090,42911,59691,50247,80178,21441,173280,90675,100820,106204,2011,0.197919738531454,0.1679572254767,0.0276110475096486,0.339912972594995,0.12983283475224,0.136766181134962
"pc2001__27__35",1,"Sangli",TRUE,443528,28438,22352,38744,27850,50082,15402,71768,47052,59306,82534,2011,0.201867751303187,0.175709312602587,0.0347261052289822,0.267897404447972,0.133714218718999,0.186085207698274
"pc2001__28__01",1,"Adilabad",TRUE,475045,8711,12214,32953,13026,60317,9637,139788,37230,70175,90994,2011,0.113416623688282,0.154391689208391,0.0202864991737625,0.372634171499542,0.147722847309202,0.19154816912082
"pc2001__28__02",1,"Nizamabad",TRUE,533244,8926,14372,30064,15648,63982,12630,233194,28836,53674,71918,2011,0.100070511810728,0.14933126298655,0.0236852172738934,0.491388557583395,0.100655609814644,0.134868840530789
"pc2001__28__03",1,"Karimnagar",TRUE,759279,11769,25294,51993,20930,96248,33942,274185,55174,98712,91032,2011,0.117290218746996,0.154327987472326,0.0447029352846582,0.433778624194795,0.130007546633056,0.119892687668169
"pc2001__28__04",1,"Medak",TRUE,517108,10214,19732,40812,19302,71208,10492,117032,53696,94456,80164,2011,0.136834084949372,0.175031134695267,0.0202897653875013,0.330159270403861,0.182662035783627,0.155023708780371
"pc2001__28__05",1,"Hyderabad",TRUE,1362757,72359,99006,71676,87272,258728,1741,124128,79468,183840,384539,2011,0.178345075460996,0.253897063086082,0.00127755718737823,0.149400076462642,0.134902994444351,0.282177233358552
"pc2001__28__06",1,"Rangareddy",TRUE,1577909,79483,137631,114997,113277,217024,13353,171881,133753,281732,314778,2011,0.210475382293909,0.20932829459747,0.00846246519919716,0.193695580670368,0.178547685576291,0.199490591662764
"pc2001__28__07",1,"Mahbubnagar",TRUE,582204,9979,20559,49927,21470,91497,19712,117214,61238,85735,104873,2011,0.13820756985524,0.194033362876243,0.033857548213341,0.306511119813674,0.147259379873721,0.180131019367782
"pc2001__28__08",1,"Nalgonda",TRUE,552908,11000,23968,53518,23188,88030,23902,109088,69066,80362,70786,2011,0.160037474588901,0.201151005230527,0.043229615053499,0.32221273701954,0.145344252570048,0.128024915537485
"pc2001__28__09",1,"Warangal",TRUE,546944,13609,29432,54855,23573,91907,22669,110115,51605,76825,72354,2011,0.178987245494968,0.211136789141119,0.041446656330447,0.295679265153288,0.140462277673766,0.132287766206412
"pc2001__28__10",1,"Khammam",TRUE,380386,10978,19964,42794,20382,60802,7268,65856,42450,60226,49666,2011,0.193845199350134,0.213425310079761,0.0191069071942711,0.28472656722382,0.158328645113122,0.130567371038892
"pc2001__28__11",1,"Srikakulam",TRUE,423608,6608,19224,34590,10980,69758,33260,81504,29188,75560,62936,2011,0.142636588544126,0.190596022738003,0.0785159864780646,0.261307624029763,0.178372457555098,0.148571320654945
"pc2001__28__12",1,"Vizianagaram",TRUE,388336,9442,15596,33952,13064,72516,20022,74148,25614,77174,46808,2011,0.151904536277862,0.220376169090684,0.0515584442338593,0.256896089983931,0.19872996580281,0.120534794610852
"pc2001__28__13",1,"Visakhapatnam",TRUE,987918,35558,46866,73753,40171,143048,38393,147585,94068,200712,167764,2011,0.158087007221247,0.185459724390081,0.0388625371741379,0.244608358183574,0.203166659581058,0.169815713449902
"pc2001__28__14",1,"East Godavari",TRUE,811209,20801,43439,69528,38432,146621,53793,176103,64249,123639,74604,2011,0.164899551163757,0.228120003599566,0.0663121341109381,0.29628862598911,0.152413249852997,0.0919664352836322
"pc2001__28__15",1,"West Godavari",TRUE,556937,13242,33242,51947,27662,109098,21657,127302,43728,81828,47231,2011,0.176736327448167,0.245557396976678,0.038885906305381,0.307090389038617,0.146925056155364,0.0848049240757931
"pc2001__28__16",1,"Krishna",TRUE,891965,26972,47536,70939,49598,160064,31190,175150,80361,137933,112222,2011,0.163063573122264,0.235056308263217,0.0349677397655738,0.286458549382543,0.154639475764184,0.125814353702219
"pc2001__28__17",1,"Guntur",TRUE,850754,20229,48749,73755,45178,161062,19985,178345,71779,136359,95313,2011,0.167772352524937,0.242420253093139,0.0234909268719277,0.294002731694473,0.160280174997708,0.112033560817816
"pc2001__28__18",1,"Prakasam",TRUE,531100,10670,24268,44542,21602,88068,28776,136350,36296,92976,47552,2011,0.149651666352853,0.206495951798155,0.0541818866503483,0.325072491056298,0.175063076633402,0.0895349275089437
"pc2001__28__19",1,"Sri Potti Sriramulu Nellore",TRUE,524407,15202,27694,45423,22856,88394,28484,111427,40044,97464,47419,2011,0.16841689756239,0.212144384037589,0.0543165899768691,0.2888424448949,0.185855642659232,0.0904240408690197
"pc2001__28__20",1,"Y.S.R.",TRUE,534341,11796,22913,42061,21983,83713,11165,121715,52769,93173,73053,2011,0.143672299149794,0.197806269779036,0.0208948967045389,0.326540542462585,0.174369924823287,0.136716067080759
"pc2001__28__21",1,"Kurnool",TRUE,679858,13813,28250,53450,25314,116607,9093,137698,54795,127115,113723,2011,0.140489631658376,0.20875094505029,0.0133748518072892,0.283137066858079,0.186972867863583,0.167274636762383
"pc2001__28__22",1,"Anantapur",TRUE,741925,14725,27751,52869,19331,131120,16796,214334,62180,104566,98253,2011,0.1285102941672,0.20278464804394,0.0226384068470533,0.372698048994171,0.140938774134852,0.132429827812784
"pc2001__28__23",1,"Chittoor",TRUE,751268,18714,40217,62418,28126,141784,22249,163703,68421,119823,85813,2011,0.161525580751476,0.226164298226465,0.0296152637940123,0.308976290751103,0.159494348221939,0.114224218255004
"pc2001__29__02",1,"Bagalkot",TRUE,318664,8492,13746,21838,11808,49164,11308,84492,29608,42606,45602,2011,0.138314964978786,0.191336329174303,0.0354856525996033,0.358057389601587,0.133701955664901,0.14310370798082
"pc2001__29__05",1,"Bidar",TRUE,280672,8286,11842,21070,9354,45658,7642,44572,29482,53202,49564,2011,0.146783434044009,0.196001026108768,0.0272275111161783,0.263845342606316,0.189552217535059,0.17659046858967
"pc2001__29__06",1,"Raichur",TRUE,274126,8866,11374,18328,11542,46092,9656,42732,23108,54890,47538,2011,0.140694425191335,0.21024638305013,0.0352246777029541,0.240181522365627,0.200236387646557,0.173416604043396
"pc2001__29__07",1,"Koppal",TRUE,218090,5598,7272,14556,6970,38034,8512,43940,21306,40304,31598,2011,0.125755422073456,0.206355174469256,0.0390297583566418,0.299170067403366,0.18480443853455,0.144885139162731
"pc2001__29__08",1,"Gadag",TRUE,168288,4490,7406,12872,6414,31946,5568,34006,15788,25148,24650,2011,0.14717626925271,0.227942574633961,0.0330861380490588,0.295885624643468,0.149434303099449,0.146475090321354
"pc2001__29__09",1,"Dharwad",TRUE,413085,23378,26222,29512,22984,74742,6710,83151,41136,62592,42658,2011,0.191515063485723,0.23657600735926,0.0162436302455911,0.30087512255347,0.151523294237264,0.103266882118692
"pc2001__29__11",1,"Haveri",TRUE,217224,6460,9510,16168,7472,43286,6336,47350,18134,36502,26006,2011,0.147948661289729,0.233666629838324,0.0291680477295326,0.301458402386477,0.168038522446875,0.119719736309063
"pc2001__29__13",1,"Chitradurga",TRUE,274626,7546,11782,20618,7568,44148,14450,47542,23084,50216,47672,2011,0.145456001980876,0.188314289251564,0.0526170136840649,0.257171571519084,0.182852315512734,0.173588808051678
"pc2001__29__16",1,"Udupi",TRUE,386442,18180,20592,20552,16670,62028,26092,119450,32178,54248,16452,2011,0.153513334471926,0.20364763664405,0.0675185409453424,0.392369359438156,0.140378116250304,0.0425730122502212
"pc2001__29__20",1,"Bangalore",TRUE,4052025,331981,508194,259336,166707,511310,29813,799267,376768,522955,545694,2011,0.27134852326923,0.167327940967788,0.00735755579000623,0.29023389539798,0.129060161277386,0.13467192329761
"pc2001__29__22",1,"Mandya",TRUE,265754,7384,13350,20396,10192,48102,14830,50142,26438,35240,39680,2011,0.154767190710206,0.219353236451756,0.0558034874357489,0.28816123181589,0.132603836630869,0.14931101695553
"pc2001__29__23",1,"Hassan",TRUE,299564,9910,13794,22444,9708,50872,10652,43636,26836,69464,42248,2011,0.154050553471045,0.202227236917654,0.0355583447944346,0.235248561242339,0.231883670935092,0.141031632639436
"pc2001__29__24",1,"Dakshina Kannada",TRUE,935621,34450,42857,40071,31513,108057,42759,333777,60746,205987,35404,2011,0.125454644562275,0.149173650441792,0.0457011973865486,0.421669671800868,0.220160727474052,0.0378401083344645
"pc2001__29__25",1,"Kodagu",TRUE,243036,10084,5514,9104,4602,20932,15968,16908,12216,138512,9196,2011,0.101639263319014,0.105062624467157,0.0657022004970457,0.119834098652052,0.56992379729752,0.0378380157672114
"pc2001__30__01",1,"North Goa",TRUE,297704,16751,20033,23401,26370,48050,4078,37230,33846,49513,38432,2011,0.202163894338,0.249979845752828,0.0136981699943568,0.238747211995808,0.166316206701959,0.129094671217048
"pc2001__31__01",1,"Lakshadweep",TRUE,18753,549,1280,1931,720,2145,2301,2988,2327,3112,1400,2011,0.200501253132832,0.152775555911054,0.122700367941129,0.283421319255586,0.165946781848238,0.0746547219111609
"pc2001__32__01",1,"Kasaragod",TRUE,400486,9604,15970,20712,7534,61366,25248,120324,27370,93938,18420,2011,0.11557457688908,0.172040970221181,0.0630434022662465,0.368786923887477,0.23456000958835,0.0459941171476656
"pc2001__32__02",1,"Kannur",TRUE,704394,24606,32369,54855,25685,124929,43283,159654,66311,137485,35217,2011,0.158760580016298,0.213820674224937,0.0614471446378021,0.320793476378277,0.19518195782474,0.0499961669179465
"pc2001__32__03",1,"Wayanad",TRUE,185398,4507,9987,15171,4806,29909,9239,32633,15813,54884,8449,2011,0.160007119817905,0.187245817106981,0.0498333315353995,0.261308104726049,0.296033398418537,0.0455722283951283
"pc2001__32__04",1,"Kozhikode",TRUE,856265,32079,43244,65593,30601,150977,45720,196959,75107,178278,37707,2011,0.164570547669238,0.212058182922343,0.0533946850566121,0.317735747694931,0.208204235838204,0.0440366008186718
"pc2001__32__05",1,"Malappuram",TRUE,887697,30658,45980,61334,20135,156634,53905,203457,94168,178301,43125,2011,0.155426908055339,0.199132136303266,0.0607245490296802,0.335277690473213,0.200857950404248,0.0485807657342539
"pc2001__32__06",1,"Palakkad",TRUE,723915,31911,31947,52712,24878,117938,32148,172854,77391,142696,39440,2011,0.161027192418999,0.197282830166525,0.0444085286255983,0.345682849505812,0.197117064848774,0.0544815344342913
"pc2001__32__07",1,"Thrissur",TRUE,980924,51169,54308,76701,45108,146216,41407,247009,97403,176453,45150,2011,0.185720810174896,0.195044672166243,0.0422122407036631,0.351109769971986,0.179884476269313,0.0460280307138983
"pc2001__32__08",1,"Ernakulam",TRUE,1127416,76304,80912,105029,64022,143311,63682,238835,111531,180338,63452,2011,0.232607129932518,0.183901062252088,0.0564849177233603,0.310769050643241,0.15995692805495,0.0562809113938422
"pc2001__32__09",1,"Idukki",TRUE,268668,11110,12112,22606,9158,33832,14716,33676,25168,90888,15402,2011,0.170574835856894,0.160011612845594,0.0547739217175101,0.219021245552131,0.338291125106079,0.057327258921792
"pc2001__32__10",1,"Kottayam",TRUE,621442,24645,43633,60646,23622,89269,59173,119250,56945,109000,35259,2011,0.207459425014724,0.181659752639828,0.0952188619372363,0.283526057138076,0.175398508629928,0.0567373946402078
"pc2001__32__11",1,"Alappuzha",TRUE,708356,23434,33351,49426,27446,83952,54312,222954,47043,120899,45539,2011,0.149940143091892,0.157262732298449,0.0766733111599252,0.381160038172896,0.170675479561125,0.0642882957157136
"pc2001__32__12",1,"Pathanamthitta",TRUE,296776,10780,24284,29236,11146,35004,20488,63388,27242,50108,25100,2011,0.216661724667763,0.15550448823355,0.0690352319594576,0.305381836806211,0.168841146184328,0.0845755721486913
"pc2001__32__13",1,"Kollam",TRUE,763146,31608,39894,54847,27623,96874,55261,227839,62132,119158,47910,2011,0.165563339125148,0.163136542679907,0.0724120941471226,0.37996792225865,0.156140502603696,0.062779599185477
"pc2001__32__14",1,"Thiruvananthapuram",TRUE,1098950,45682,75334,84246,53516,133617,78453,239024,78607,221223,89248,2011,0.186780108285181,0.170283452386369,0.0713890531871332,0.289031348105009,0.201303971973247,0.0812120660630602
"pc2001__33__02",1,"Chennai",TRUE,1789075,112666,177359,128198,111891,286288,17157,243989,157441,290570,263516,2011,0.233764934393471,0.222561379483811,0.0095898718611573,0.224378519626064,0.162413537722007,0.147291756913489
"pc2001__33__05",2,"Dharmapuri;Krishnagiri",TRUE,661128,28018,26626,45150,13546,91170,18330,157312,76634,116932,87410,2011,0.15094505148776,0.158389903316756,0.0277253421425201,0.353858859403928,0.176867414479496,0.132213429169541
"pc2001__33__06",1,"Tiruvannamalai",TRUE,420660,13854,18922,29020,12400,56572,10942,118420,40276,61134,59120,2011,0.146902486568725,0.163961393999905,0.0260115057290924,0.377254790091761,0.145328769077164,0.140541054533352
"pc2001__33__08",1,"Salem",TRUE,982114,34037,41156,51568,28210,108560,16316,367555,96591,159753,78368,2011,0.129069537752237,0.139260819008791,0.0166131426697919,0.472598903996888,0.162662379316454,0.0797952172558379
"pc2001__33__09",1,"Namakkal",TRUE,485570,19058,22790,28090,12788,48306,10462,195996,57390,53580,37110,2011,0.144032786210021,0.125819140391705,0.0215458121383117,0.521832073645406,0.110344543526165,0.076425644088391
"pc2001__33__11",1,"The Nilgiris",TRUE,255032,7742,7732,13474,6540,19722,6220,17510,16346,138606,21140,2011,0.113507324571034,0.10297531290191,0.024389096270272,0.132751968380439,0.543484739169987,0.0828915587063584
"pc2001__33__13",1,"Dindigul",TRUE,470418,16166,21142,31538,14157,77167,11438,100751,41855,101841,54363,2011,0.146350692362962,0.194133727876059,0.0243145457869384,0.303147413576861,0.216490440416821,0.115563179980358
"pc2001__33__14",1,"Karur",TRUE,256490,11646,10826,19996,8554,35276,9552,82710,25070,36046,16814,2011,0.165573706577254,0.170883855121057,0.0372412179812078,0.420211314281259,0.140535693399353,0.065554212639869
"pc2001__33__15",1,"Tiruchirappalli",TRUE,665133,35191,48208,55912,29045,106762,12375,139564,68791,99050,70235,2011,0.20944833589673,0.204180216588261,0.0186053014960918,0.313253138845915,0.148917584904072,0.10559542226893
"pc2001__33__16",1,"Perambalur",TRUE,64142,1422,4188,4862,1536,8222,774,9844,5268,5770,22256,2011,0.163262760749587,0.152131208880297,0.0120669763961211,0.235602257491191,0.0899566586635902,0.346980137819214
"pc2001__33__17",1,"Ariyalur",TRUE,86112,2292,5766,7970,2206,12098,1930,21390,7730,8686,16044,2011,0.186129691564474,0.166109253065775,0.0224126718691936,0.33816425120773,0.100868636194723,0.186315496098105
"pc2001__33__18",1,"Cuddalore",TRUE,465763,13729,29276,43018,12493,69062,17499,83357,40893,68942,87494,2011,0.184692644112993,0.175099782507413,0.0375706099454014,0.266766574416602,0.148019486305267,0.187850902712324
"pc2001__33__20",1,"Thiruvarur",TRUE,175072,9552,11228,15570,6880,32462,4478,33800,19306,16514,25282,2011,0.207628861268507,0.224718972765491,0.0255780478888686,0.303338055200146,0.0943269055017364,0.144409157375251
"pc2001__33__21",1,"Thanjavur",TRUE,428555,25208,31308,37937,17293,77960,12126,94434,37670,51909,42710,2011,0.220398781953308,0.222265520178274,0.0282950846449114,0.308254483088518,0.121125643149654,0.0996604869853344
"pc2001__33__22",1,"Pudukkottai",TRUE,247398,12584,12446,18758,6332,48126,10654,50882,19930,38900,28786,2011,0.176994155166978,0.220123040606634,0.0430642123218458,0.286227051148352,0.157236517675972,0.116355023080219
"pc2001__33__23",1,"Sivaganga",TRUE,279126,10880,14698,20198,7878,43576,10700,52118,22364,58628,38086,2011,0.163997621146006,0.184339688886023,0.0383339423772776,0.266840065060224,0.210041343335984,0.136447339194486
"pc2001__33__24",1,"Madurai",TRUE,888434,45144,54788,68697,32968,147402,10905,203651,82028,147548,95303,2011,0.189804757584694,0.20302014555949,0.0122744064274893,0.321553429967786,0.166076489643575,0.107270770816966
"pc2001__33__25",1,"Theni",TRUE,237276,10736,12528,18408,6380,39374,5226,51666,23540,37982,31436,2011,0.175626696336756,0.192830290463427,0.0220249835634451,0.316955781452823,0.160075186702406,0.132487061481144
"pc2001__33__26",1,"Virudhunagar",TRUE,681708,19585,26824,33145,17615,70794,17013,173237,189395,85886,48214,2011,0.116698058406238,0.129687490831852,0.0249564329595663,0.531946229177302,0.125986492750562,0.07072529587448
"pc2001__33__27",1,"Ramanathapuram",TRUE,276786,9378,10776,15260,5920,50360,47972,43920,16306,36672,40222,2011,0.127947222764157,0.203333983655243,0.173318014639469,0.217590485067886,0.13249225033058,0.145318043542665
"pc2001__33__30",1,"Kanniyakumari",TRUE,591746,13254,31279,36075,13811,57491,61308,150813,46692,105008,76015,2011,0.136220608166342,0.120494266120937,0.103605263068952,0.333766514687045,0.17745451595786,0.128458831998864
"pc2001__34__01",1,"Yanam",TRUE,13114,408,744,1352,422,1566,2924,1636,866,2526,670,2011,0.190940979106299,0.151593716638707,0.222967820649687,0.190788470337044,0.192618575568095,0.0510904377001678
"pc2001__34__03",1,"Mahe",TRUE,11424,470,784,1368,482,2624,662,1820,994,1490,730,2011,0.229516806722689,0.271883753501401,0.0579481792717087,0.246323529411765,0.130427170868347,0.0639005602240896
"pc2001__34__04",1,"Karaikal",TRUE,53124,3052,3658,5142,2128,9126,3398,9446,4542,8520,4112,2011,0.223100670130261,0.211843987651532,0.0639635569610722,0.263308485806792,0.160379489496273,0.0774038099540697
"pc2001__35__01",2,"North  & Middle Andaman;South Andaman",TRUE,113147,7182,5737,9076,4683,18539,5951,12257,9857,28586,11279,2011,0.194393134594819,0.205237434487879,0.0525952963843496,0.195444863761302,0.252644789521596,0.0996844812500552
"pc2001__35__02",1,"Nicobars",TRUE,16561,334,461,789,314,1573,656,2026,3512,4304,2592,2011,0.0956463981643621,0.113942394782924,0.0396111345933217,0.334400096612523,0.259887687941549,0.15651228790532
