"target_unit_2001","census_2011_source_district_count","census_2011_source_districts","census_2011_parent_reconstruction_complete","workers_total","main_workers_total","marginal_workers_total","industry_agriculture","industry_mining","industry_manufacturing","industry_utilities","industry_construction","industry_trade","industry_transport","industry_accommodation_food","industry_information_communication","industry_finance_realestate_professional","industry_administrative_public","industry_education_health","industry_other_services","census_year","main_worker_share_among_workers","marginal_worker_share_among_workers","agriculture_share_among_workers","mining_share_among_workers","manufacturing_share_among_workers","utilities_share_among_workers","construction_share_among_workers","trade_share_among_workers","transport_share_among_workers","accommodation_food_share_among_workers","information_communication_share_among_workers","finance_realestate_professional_share_among_workers","administrative_public_share_among_workers","education_health_share_among_workers","other_services_share_among_workers"
"pc2001__12__13",1,"Tirap",TRUE,50169,44262,5907,38921,51,569,619,1132,895,67,273,47,128,3629,2026,1812,2011,0.88225796806793,0.11774203193207,0.775797803424425,0.00101656401363392,0.0113416651717196,0.0123382965576352,0.0225637345771293,0.0178397018078893,0.00133548605712691,0.0054416073670992,0.000936833502760669,0.00255137634794395,0.0723355059897546,0.0403835037573003,0.0361179214255815
"pc2001__13__01",1,"Mon",TRUE,147654,104981,42673,125975,1177,2877,443,1542,1981,119,719,62,107,4988,3267,4397,2011,0.710993268045566,0.289006731954434,0.853177021956737,0.00797133839923063,0.0194847413547889,0.00300025735841901,0.0104433337396887,0.0134165007382123,0.000805938206889079,0.00486949219120376,0.000419900578379184,0.000724667127202785,0.0337816787896027,0.0221260514445934,0.0297790781150528
"pc2001__13__03",1,"Mokokchung",TRUE,100181,81127,19054,62235,550,6078,1050,3676,5310,426,1586,382,360,6460,7976,4092,2011,0.809804254299717,0.190195745700282,0.621225581697128,0.00549006298599535,0.0606701869615995,0.0104810293369002,0.0366935846118525,0.0530040626466096,0.00425230333097094,0.0158313452650702,0.00381309829209131,0.0035934957726515,0.0644832852536908,0.0796158952296344,0.0408460686158054
"pc2001__13__04",1,"Zunheboto",TRUE,79615,49565,30050,58589,48,2668,592,1579,1981,119,888,97,104,4622,4686,3642,2011,0.622558563084846,0.377441436915154,0.735904038183759,0.000602901463292093,0.0335112730013188,0.00743578471393582,0.0198329460528795,0.0248822458079508,0.00149469321107831,0.0111536770709037,0.00121836337373611,0.00130628650379954,0.0580543867361678,0.0588582553538906,0.0457451485272876
"pc2001__13__05",1,"Wokha",TRUE,78384,63377,15007,56026,86,2110,737,1194,2945,190,843,123,243,5126,4969,3792,2011,0.808545111247193,0.191454888752807,0.714763216983058,0.0010971626862625,0.026918758930394,0.00940242906715656,0.0152327005511329,0.0375714431516636,0.00242396407430088,0.0107547458665034,0.00156919779546846,0.00310012247397428,0.0653959991835068,0.0633930393957951,0.0483772198407838
"pc2001__14__04",1,"Bishnupur",TRUE,110607,76917,33690,57563,304,16364,586,2654,8724,612,2522,302,472,7100,5618,7786,2011,0.695408066397244,0.304591933602756,0.52042818266475,0.0027484698075167,0.147947236612511,0.00529803719475259,0.0239948647011491,0.0788738506604464,0.0055331036914481,0.0228014501794642,0.00273038776930936,0.00426736101693383,0.0641912356360809,0.050792445324437,0.0703933747412008
"pc2001__14__05",1,"Thoubal",TRUE,195537,133537,62000,114069,320,25004,998,4380,9856,730,5068,408,588,13680,8972,11464,2011,0.682924459309491,0.317075540690509,0.583362739532672,0.00163651891969295,0.127873497087508,0.00510389338079238,0.0223998527132972,0.0504047827265428,0.00373330878554954,0.0259183683906371,0.00208656162260851,0.00300710351493579,0.0699611838168735,0.045883899210891,0.0586282902979999
"pc2001__14__06",1,"Imphal West",TRUE,214072,166452,47620,55007,732,34351,2229,13874,24937,2425,7982,1964,3255,25736,23688,17892,2011,0.777551478007399,0.222448521992601,0.256955603722112,0.00341941029186442,0.160464703464255,0.0104123846182593,0.0648099704772226,0.116488844874622,0.0113279644231847,0.0372865204230352,0.00917448335139579,0.0152051646175119,0.120221233977353,0.11065435928099,0.0835793564781943
"pc2001__14__08",1,"Ukhrul",TRUE,88215,68001,20214,62382,14,1944,336,688,1652,223,705,112,252,6830,5620,7457,2011,0.770855296718245,0.229144703281755,0.707158646488692,0.000158703168395398,0.0220370685257609,0.00380887604148954,0.00779912713257383,0.0187269738706569,0.00252791475372669,0.00799183812276824,0.00126962534716318,0.00285665703111716,0.0774244742957547,0.0637079861701525,0.0845321090517486
"pc2001__15__01",1,"Mamit",TRUE,39339,36185,3154,31743,4,416,277,674,751,138,483,42,70,1634,2056,1051,2011,0.919825109941788,0.080174890058212,0.806909174102036,0.000101680266402298,0.010574747705839,0.00704135844835913,0.0171331248887872,0.0190904700170314,0.00350796919087928,0.0122778921680775,0.00106764279722413,0.00177940466204021,0.0415363888253387,0.0522636569307812,0.0267164899972038
"pc2001__15__02",1,"Kolasib",TRUE,36672,29697,6975,24772,60,730,526,725,1274,228,900,91,159,2965,2024,2218,2011,0.809800392670157,0.190199607329843,0.675501745200698,0.00163612565445026,0.0199061954624782,0.0143433682373473,0.0197698516579407,0.0347404013961606,0.006217277486911,0.0245418848167539,0.0024814572425829,0.00433573298429319,0.0808518760907504,0.0551919720767888,0.0604821116928447
"pc2001__15__07",1,"Lawngtlai",TRUE,45566,38082,7484,33048,50,605,215,1528,1375,125,654,45,84,2850,3243,1744,2011,0.835754729403503,0.164245270596497,0.725277619277532,0.00109730939735768,0.0132774437080279,0.00471843040863802,0.0335337751832507,0.0301760084273362,0.0027432734933942,0.0143528069174384,0.000987578457621911,0.0018434797875609,0.0625466356493877,0.0711714875126191,0.0382741517798358
"pc2001__16__01",1,"West Tripura",TRUE,697421,523821,173600,294976,909,59507,5218,79911,61080,5240,31079,2837,6808,57109,50068,42679,2011,0.751082918352043,0.248917081647957,0.422952563802925,0.00130337342867508,0.0853243593181163,0.0074818509910083,0.114580719536693,0.0875798119070117,0.00751339578246138,0.0445627533441064,0.00406784424329064,0.00976167910057196,0.0818859770497304,0.0717902099305871,0.0611954615648224
"pc2001__16__02",1,"South Tripura",TRUE,367468,258509,108959,210530,182,20744,1942,47846,20674,2324,9094,538,1598,18374,22390,11232,2011,0.703487106360282,0.296512893639718,0.5729206352662,0.000495281221766249,0.0564511739797751,0.00528481391576954,0.130204534816637,0.0562606812021727,0.0063243602163998,0.0247477331359465,0.00146407306214419,0.00434867798012344,0.0500016327952366,0.0609304755788259,0.0305659268290028
"pc2001__16__03",1,"Dhalai",TRUE,155961,107997,47964,94549,60,5942,616,18372,6752,864,3262,186,452,12042,7760,5104,2011,0.692461576932695,0.307538423067305,0.606234892056347,0.000384711562506011,0.0380992684068453,0.00394970537506171,0.117798680439341,0.0432928745006765,0.00553984650008656,0.0209154852815768,0.00119260584376863,0.00289816043754528,0.0772116105949564,0.0497560287507774,0.0327261302505113
"pc2001__16__04",1,"North Tripura",TRUE,248845,186479,62366,116585,1556,16274,1104,37860,18372,1760,10988,512,1410,13710,14966,13748,2011,0.749378126946493,0.250621873053507,0.468504490747252,0.00625288834414997,0.0653981394040467,0.00443649661435834,0.152142900198919,0.0738290903976371,0.00707267576202053,0.0441560007233418,0.00205750567622416,0.00566617774116418,0.0550945367598304,0.0601418553718178,0.0552472422592377
"pc2001__17__03",1,"South Garo Hills",TRUE,53451,38759,14692,34934,1508,585,294,1420,2531,400,847,39,49,2533,2892,5419,2011,0.725131428785243,0.274868571214757,0.653570559952106,0.02821275560794,0.0109446034685974,0.00550036482011562,0.0265663879066809,0.047351780135077,0.00748348955117771,0.0158462891246188,0.000729640231239827,0.00091672747001927,0.0473891975828329,0.0541056294550149,0.10138257469458
"pc2001__17__05",1,"Ribhoi",TRUE,106470,90592,15878,78577,963,1937,966,3150,2864,981,2200,96,248,6068,3378,5042,2011,0.850868789330328,0.149131210669672,0.738020099558561,0.00904480135249366,0.0181929181929182,0.00907297830374753,0.029585798816568,0.0268995961303654,0.0092138630600169,0.0206630975861745,0.000901662440123979,0.00232929463698694,0.0569925800695031,0.0317272471118625,0.0473560627406781
"pc2001__17__06",1,"East Khasi Hills",TRUE,326475,289142,37333,133444,6750,11435,4975,27303,29600,5019,12337,2967,4159,36307,25990,26189,2011,0.8856482119611,0.1143517880389,0.408741863848687,0.0206753962784287,0.0350256528064936,0.0152385328126196,0.0836296806799908,0.0906654414579983,0.0153733057661383,0.0377884983536259,0.00908798529749598,0.0127391071291829,0.111209127804579,0.0796079332261276,0.0802174745386324
"pc2001__18__03",1,"Goalpara",TRUE,362707,266383,96324,212081,4756,22546,1196,23846,29900,3816,14184,520,1332,8214,16020,24296,2011,0.734430270162969,0.265569729837031,0.584717140832683,0.0131125123033192,0.0621603663563152,0.00329742740007775,0.065744526573791,0.0824356850019437,0.0105208887614521,0.0391059450189823,0.00143366408699033,0.00367238569975214,0.0226463784818049,0.0441678820645866,0.0669851974183018
"pc2001__18__13",1,"Dhemaji",TRUE,316426,201032,115394,254288,1534,6088,1094,6164,11298,1128,3672,222,792,5672,11298,13176,2011,0.635320738498101,0.364679261501899,0.80362549221619,0.0048478949264599,0.0192398854708526,0.00345736443907896,0.019480068009582,0.0357050305600678,0.00356481452219476,0.0116046089765064,0.000701585836814927,0.00250295487728568,0.0179252021009652,0.0357050305600678,0.0416400675039346
"pc2001__18__14",1,"Tinsukia",TRUE,556806,409723,147083,362644,7158,25936,1944,27116,43872,3558,15048,1400,3794,17210,17960,29166,2011,0.735845159714515,0.264154840285485,0.651293269109887,0.0128554649195591,0.0465799578309142,0.00349134168812836,0.0486991878679468,0.0787922543938104,0.00639001734895098,0.0270255708451418,0.00251434072190314,0.00681386335635751,0.0309084313028236,0.0322553995467003,0.0523809010678764
"pc2001__18__15",1,"Dibrugarh",TRUE,560287,391380,168907,336717,9064,27086,3276,32588,38494,3334,15560,1710,4608,25640,24736,37474,2011,0.698534858028118,0.301465141971882,0.600972358808968,0.0161774233562442,0.0483430813136839,0.00584700341075199,0.0581630485804597,0.0687040748759118,0.00595052178615602,0.027771481401496,0.00305200727484307,0.00822435644589291,0.0457622611268868,0.0441488023102446,0.0668835793084616
"pc2001__19__07",1,"Murshidabad",TRUE,2589929,2022156,567773,1259045,1473,574054,4338,236689,164966,15897,54383,1871,12767,50582,75526,138338,2011,0.780776615884065,0.219223384115935,0.486131086991188,0.000568741459707969,0.221648547122334,0.00167494939050453,0.0913882195226201,0.0636951823775864,0.00613800609978111,0.0209978729146629,0.000722413626010597,0.00492947876177301,0.0195302651153757,0.0291614171662621,0.0534138194521935
"pc2001__19__08",1,"Birbhum",TRUE,1330270,911526,418744,857494,32228,105014,2648,55812,77726,8740,34204,1456,8444,27502,46442,72560,2011,0.685218790170417,0.314781209829583,0.644601471881648,0.0242266607530802,0.0789418689438986,0.00199057334225383,0.0419553925143016,0.0584287400302194,0.00657009479278643,0.0257120734888406,0.00109451464740241,0.00634758357325956,0.0206739985115804,0.0349117096529276,0.0545453178678013
"pc2001__19__13",1,"Bankura",TRUE,1465499,915825,549674,979833,6728,117898,4858,71084,81010,11536,31252,1224,7728,34770,52472,65106,2011,0.624923660814508,0.375076339185492,0.668600251518425,0.00459092773178283,0.0804490484128614,0.00331491184913808,0.0485049802149302,0.0552780998144659,0.00787172150919243,0.0213251595531624,0.000835210395912928,0.00527328916635221,0.0237257070799775,0.0358048691947248,0.0444258235590744
"pc2001__19__14",1,"Puruliya",TRUE,1249735,613525,636210,781409,9462,135840,4626,83012,59682,9170,30918,906,5712,21154,37188,70656,2011,0.490924075904092,0.509075924095908,0.625259755068074,0.00757120509548024,0.10869504334919,0.00370158473596402,0.066423681820546,0.0477557242135333,0.0073375555617791,0.0247396448046986,0.000724953690182319,0.00457056896061965,0.0169267884791576,0.0297567084221855,0.0565367857985893
"pc2001__19__16",1,"Haora",TRUE,1821723,1497725,323998,281196,1059,724173,5559,74175,232060,22186,92627,9902,23544,127831,70759,156652,2011,0.822147494432469,0.177852505567531,0.154357166265124,0.000581317796393854,0.397520918383311,0.00305150673291164,0.0407169476369349,0.127384898801849,0.0121785803879075,0.0508458201384074,0.0054355135220887,0.0129240285158611,0.0701703826542235,0.0388417997686805,0.0859911193963078
"pc2001__19__17",1,"Kolkata",TRUE,1793438,1574263,219175,33236,1074,263535,9684,85023,367286,45135,162330,27331,62626,327381,109086,299711,2011,0.877790589917243,0.122209410082757,0.0185320038941965,0.00059884980690718,0.146944025943467,0.0053996848511072,0.0474078278702693,0.204794367020215,0.0251667467735154,0.0905133046138199,0.0152394451327562,0.0349195232843288,0.182543806922793,0.0608250745216729,0.167115339364952
"pc2001__20__01",1,"Garhwa",TRUE,571255,174921,396334,448895,4554,23937,677,26749,14851,1099,8851,248,1605,4674,11975,23140,2011,0.306204759695758,0.693795240304242,0.785804938249993,0.00797192147114686,0.0419024778776553,0.00118510997715556,0.0468249730855747,0.0259971466332899,0.00192383436468827,0.0154939562892229,0.00043413186755477,0.00280960341703793,0.0081819852780282,0.0209626173950337,0.0405073040936184
"pc2001__20__02",2,"Latehar;Palamu",TRUE,1026110,400681,625429,771893,4137,41758,1865,46430,31112,2403,17760,934,4172,12159,24472,67015,2011,0.390485425539172,0.609514574460828,0.75225170790656,0.00403173149077584,0.0406954420091413,0.0018175439280389,0.0452485600958962,0.030320336026352,0.00234185418717292,0.0173080858777324,0.000910233795596963,0.0040658408942511,0.0118496067673056,0.0238492949099024,0.0653097621112746
"pc2001__20__03",1,"Chatra",TRUE,397535,195483,202052,311398,3808,16307,282,11593,10677,1145,6538,275,957,2975,9317,22263,2011,0.491737834404518,0.508262165595482,0.783322223200473,0.00957903077716427,0.0410202875218534,0.000709371501880338,0.0291622121322651,0.0268580125020438,0.00288024953777655,0.0164463506357931,0.000691762989422315,0.00240733520318966,0.00748361779465959,0.023436930081628,0.0560026161218509
"pc2001__20__04",2,"Hazaribagh;Ramgarh",TRUE,967070,548495,418575,560206,33346,67468,5828,78694,55606,6828,46318,2244,9622,16994,32760,51156,2011,0.567171973073304,0.432828026926696,0.579281747960334,0.034481474970788,0.0697653737578459,0.00602645103250023,0.0813736337597072,0.0574994571230624,0.00706050234212622,0.0478951885592563,0.00232041113880071,0.00994964170122122,0.017572667955784,0.0338755209033472,0.0528979287952268
"pc2001__20__05",1,"Kodarma",TRUE,257275,143170,114105,150237,11458,14292,910,16972,16936,2164,14328,346,1932,2734,7420,17546,2011,0.556486250121465,0.443513749878535,0.583954912059081,0.0445360023321349,0.0555514527256826,0.00353707122728598,0.0659683218346128,0.0658283937421048,0.00841123311631523,0.0556913808181907,0.00134486444466038,0.00750947429793023,0.0106267612476922,0.0288407346224857,0.0681993975318239
"pc2001__20__06",1,"Giridih",TRUE,1036911,413537,623374,741651,9242,56072,1510,60098,38382,5654,26830,938,4672,8158,22594,61110,2011,0.39881629185147,0.60118370814853,0.715250392753091,0.00891301182068664,0.0540760007368038,0.00145624841476269,0.0579586869075552,0.0370157130168356,0.00545273413050879,0.0258749304424391,0.000904609942415501,0.0045056904594512,0.00786759905141328,0.0217897196577141,0.0589346626663233
"pc2001__20__07",1,"Deoghar",TRUE,552201,298123,254078,343027,2732,56488,1492,36724,28152,3416,17598,994,4982,7176,18192,31228,2011,0.539881311334098,0.460118688665902,0.621199526983834,0.00494747383651967,0.102296084215711,0.00270191470134969,0.06650476909676,0.0509814361075043,0.00618615323043602,0.0318688303715495,0.00180006917770884,0.00902207710598134,0.0129952680274031,0.0329445256346874,0.056551871510555
"pc2001__20__08",1,"Godda",TRUE,552213,235667,316546,455882,2701,21736,418,14342,12499,884,4979,257,2218,3837,14834,17626,2011,0.426768294118393,0.573231705881607,0.825554631998884,0.00489122856578893,0.0393616231417949,0.000756954291188364,0.0259718623067548,0.0226343820228789,0.00160083156318305,0.00901644836322216,0.000465400126400501,0.00401656607142534,0.00694840577820515,0.0268628228600196,0.0319188429102538
"pc2001__20__09",1,"Sahibganj",TRUE,490437,323253,167184,321927,16838,64680,524,20012,17750,1414,11734,274,1778,3852,10820,18834,2011,0.659112179545997,0.340887820454003,0.656408468365967,0.03433264619105,0.131882382446675,0.00106843488562241,0.0408044254409843,0.0361922122515226,0.00288314299288186,0.0239256010455981,0.00055868541729111,0.00362533821877224,0.00785421980804874,0.0220619569893789,0.0384024859462072
"pc2001__20__10",1,"Pakur",TRUE,404410,251676,152734,257850,28958,58910,302,13086,11934,1252,9348,146,874,2560,7582,11608,2011,0.622328824707599,0.377671175292401,0.637595509507678,0.071605548824213,0.145668999282906,0.000746766894982814,0.0323582502905467,0.0295096560421355,0.00309586805469697,0.0231151554115873,0.000361019757177122,0.00216117306693702,0.00633020944091392,0.0187482999925818,0.0287035434336441
"pc2001__20__11",2,"Dumka;Jamtara",TRUE,950995,360001,590994,744721,7490,41718,1110,31576,27326,2460,14032,598,3662,7994,22774,45534,2011,0.378551937707349,0.621448062292651,0.783096651401953,0.00787596149296263,0.0438677385264907,0.00116719856571275,0.03320311883869,0.0287341153213214,0.00258676438887691,0.0147550723189922,0.000628815083149754,0.00385070373661271,0.00840593273361059,0.0239475496716597,0.047880377919968
"pc2001__20__12",1,"Dhanbad",TRUE,846422,547855,298567,211617,90513,76402,7389,129050,94672,9485,63743,3879,17718,17858,38581,85515,2011,0.647259877460652,0.352740122539348,0.250013586603373,0.106936020093996,0.0902646670337019,0.00872968802795769,0.152465318718086,0.111849644739858,0.0112059941731193,0.0753087703296937,0.00458282038982919,0.0209328207442623,0.0210982228722788,0.0455812821500386,0.101031164123806
"pc2001__20__13",1,"Bokaro",TRUE,684301,379407,304894,272228,27124,89091,9636,91335,52638,5559,33979,2803,10667,11243,28734,49264,2011,0.554444608439853,0.445555391560147,0.397819088383621,0.0396375279299606,0.13019270759505,0.0140815226048186,0.133471966283843,0.0769222900448779,0.00812361811541997,0.0496550494592292,0.00409615067053826,0.0155881695335824,0.0164299043841818,0.041990293745004,0.071991711249874
"pc2001__20__14",2,"Khunti;Ranchi",TRUE,1402984,909928,493056,814727,16584,85777,5760,84198,86032,8271,46292,7600,27822,41322,58594,120005,2011,0.648566198901769,0.351433801098231,0.580710115012003,0.011820519692313,0.0611389723617661,0.00410553505955877,0.0600135140529044,0.061320727820132,0.00589529174958517,0.03299538697519,0.00541702542580671,0.0198305896574729,0.0294529374533138,0.0417638404999629,0.0855355442399913
"pc2001__20__15",1,"Lohardaga",TRUE,221652,103264,118388,182070,978,5915,261,4925,7290,641,3405,188,861,2342,5541,7235,2011,0.465883456950535,0.534116543049465,0.82142277082995,0.00441232201829896,0.0266859762149676,0.00117752152022089,0.0222195152761987,0.0328893941854799,0.0028919206684352,0.0153619186833415,0.000848176420695505,0.00388446754371718,0.0105661126450472,0.0249986465269883,0.0326412574666594
"pc2001__20__16",2,"Gumla;Simdega",TRUE,776398,434594,341804,670253,2128,21230,781,9755,13384,1611,6653,354,2150,5998,17767,24334,2011,0.559756722711805,0.440243277288195,0.863285325309957,0.00274086228970193,0.0273442229372049,0.00100592737230132,0.0125644321597943,0.0172385812431253,0.00207496670522078,0.0085690586529074,0.00045595171548613,0.00276919827202028,0.00772541917933843,0.0228838817204578,0.0313421724424844
"pc2001__20__17",2,"Pashchimi Singhbhum;Saraikela-Kharsawan",TRUE,1125056,571934,553122,782264,11710,105270,2824,60960,39370,4370,33328,1604,5514,13200,26900,37742,2011,0.508360472723136,0.491639527276864,0.695311166733034,0.010408370783321,0.0935686756925877,0.00251009727515786,0.0541839695090733,0.0349938136412765,0.0038842510950566,0.0296234143011548,0.00142570680926105,0.0049010893679959,0.0117327493031458,0.0239099209283805,0.0335467745605552
"pc2001__20__18",1,"Purbi Singhbhum",TRUE,837471,529986,307485,329680,12129,153202,5762,86917,73847,7650,44847,5437,15571,16217,34136,52076,2011,0.632841017778526,0.367158982221474,0.393661392454186,0.0144828895567727,0.182934095628386,0.00688023824108536,0.103785086289555,0.0881785757357568,0.00913464466232264,0.053550511002769,0.00649216510183636,0.0185928826192191,0.0193642526129263,0.0407608144043197,0.0621824516908645
"pc2001__21__02",1,"Jharsuguda",TRUE,247028,171172,75856,103596,11654,40156,1678,29360,12990,2802,11098,470,1578,4582,9016,18048,2011,0.692925498324077,0.307074501675923,0.419369464190294,0.0471768382531535,0.162556471331185,0.00679275223861263,0.118852923555225,0.0525851320498081,0.0113428437262173,0.0449260812539469,0.00190261832666742,0.00638793982868339,0.0185485046229577,0.0364978868792202,0.073060543744029
"pc2001__21__03",1,"Sambalpur",TRUE,504764,336261,168503,256466,4258,86358,2566,40716,24510,4132,15618,1512,4974,10518,18752,34384,2011,0.666174687576769,0.333825312423231,0.508090909811318,0.0084356253615551,0.171085893605725,0.00508356380407478,0.0806634387555372,0.0485573456110182,0.00818600375621082,0.030941192319579,0.00299545926413136,0.00985411003954323,0.0208374606746915,0.037150034471555,0.0681189625250612
"pc2001__21__07",1,"Mayurbhanj",TRUE,1222781,548519,674262,824977,13666,151956,1976,66590,34744,5444,22280,1188,5092,14836,36740,43292,2011,0.44858318864948,0.55141681135052,0.674672733711106,0.0111761631886658,0.124270822003286,0.0016159884721794,0.0544578301429283,0.028413918763867,0.004452146377806,0.0182207607085815,0.000971555822342676,0.00416427798600076,0.0121329984682457,0.0300462633946717,0.0354045409603191
"pc2001__21__09",1,"Bhadrak",TRUE,468877,327925,140952,318099,440,29566,1334,14776,25792,3630,11408,1146,4004,6790,19666,32226,2011,0.699383846936403,0.300616153063597,0.678427391405422,0.00093841241946182,0.0630570490768368,0.00284509583536834,0.031513595249927,0.0550080298244529,0.00774190246056002,0.0243304747300465,0.00244413780159829,0.00853955301710257,0.0144814098366949,0.0419427696389458,0.0687301787035832
"pc2001__21__14",1,"Dhenkanal",TRUE,436762,277989,158773,245294,7402,42758,1698,36286,22814,4196,18392,954,3394,8252,16754,28568,2011,0.636477074470764,0.363522925529236,0.561619371648632,0.0169474450616125,0.0978977108814412,0.00388770085309619,0.0830795719407824,0.052234397681117,0.00960706288550744,0.042109890512453,0.0021842559563332,0.0077708225532441,0.0188935850646347,0.0383595642478054,0.0654086207133404
"pc2001__21__17",1,"Khordha",TRUE,792746,633619,159127,231029,8544,78839,5922,83948,84053,14151,43959,12748,23286,55759,49363,101145,2011,0.799271141071667,0.200728858928333,0.291428780466883,0.0107777270399346,0.0994505175680483,0.00747023636826928,0.105895204769245,0.106027655768683,0.0178506104098917,0.0554515569930343,0.0160808127697901,0.0293738473609454,0.0703365264536182,0.0622683684307458,0.127588155600911
"pc2001__21__18",1,"Puri",TRUE,621905,450917,170988,365439,538,46852,1614,24248,49190,12968,21900,2504,6928,15856,26654,47214,2011,0.725057685659385,0.274942314340615,0.587612255891173,0.00086508389545027,0.0753362651851971,0.00259525168635081,0.0389898778752382,0.0790956818163546,0.0208520593981396,0.0352143816177712,0.00402633842789494,0.0111399651072109,0.0254958554763187,0.0428586359653002,0.0759183476576004
"pc2001__21__19",1,"Ganjam",TRUE,1501945,901557,600388,892095,15525,146286,4051,121817,92846,14008,39517,4628,14462,29945,47080,79685,2011,0.60025966330325,0.39974033669675,0.593959832084397,0.0103365968793797,0.0973977076390946,0.0026971693370929,0.0811061656718455,0.0618171770604117,0.00932657321007094,0.0263105506526537,0.00308133786523475,0.00962884792718775,0.0199374810662175,0.031346021325681,0.0530545392807327
"pc2001__21__20",1,"Gajapati",TRUE,293827,170567,123260,223013,1338,8508,470,22576,8578,1270,4104,312,942,3280,8696,10740,2011,0.580501451534406,0.419498548465594,0.758994238106096,0.0045536999663067,0.0289558141355287,0.00159958070565333,0.076834327682616,0.029194049559775,0.0043222712684675,0.0139674025872367,0.00106184931949753,0.00320596813771369,0.0111630313075381,0.0295956464177901,0.0365521208057803
"pc2001__21__22",1,"Baudh",TRUE,218702,123176,95526,172157,634,13726,192,7482,4814,653,2051,103,672,2236,4984,8998,2011,0.563213870929392,0.436786129070607,0.787176157511134,0.00289892182055948,0.0627612001719234,0.000877906923576373,0.0342109354281168,0.0220116871359201,0.0029857980265384,0.00937805781382886,0.000470960485043575,0.00307267423251731,0.0102239577141498,0.0227890005578367,0.0411427421788552
"pc2001__21__24",1,"Balangir",TRUE,721109,403069,318040,503437,1952,41058,1362,45508,28974,3506,14176,1060,4084,12260,21046,42686,2011,0.55895710634592,0.44104289365408,0.698142721835395,0.00270694166901259,0.0569373007409421,0.0018887574555303,0.0631083511646644,0.0401797786465014,0.00486195568215069,0.0196586091700423,0.00146995807845971,0.00566349886078249,0.0170015906055811,0.0291856016219462,0.0591949344689915
"pc2001__21__25",1,"Nuapada",TRUE,305280,151721,153559,248012,407,11046,365,8494,7938,958,3371,216,805,3063,8907,11698,2011,0.49698964884696,0.50301035115304,0.812408280922432,0.00133320230607966,0.0361831761006289,0.00119562368972746,0.0278236373165618,0.026002358490566,0.00313810272536688,0.011042321802935,0.000707547169811321,0.00263692348008386,0.0100334119496855,0.0291764937106918,0.0383189203354298
"pc2001__21__26",1,"Kalahandi",TRUE,751516,376174,375342,589074,1712,28332,1412,39194,20738,2544,10926,762,2700,8900,18946,26276,2011,0.500553547762123,0.499446452237876,0.783847582752729,0.00227806194412361,0.0376997961453914,0.0018788688464384,0.052153247568914,0.0275948881993198,0.0033851574683706,0.0145386126176954,0.00101395046812044,0.00359273787916691,0.0118427285646613,0.0252103747624801,0.0349639927825888
"pc2001__21__28",1,"Nabarangapur",TRUE,610812,278967,331845,508847,1968,17946,584,20574,15541,2387,5753,397,998,5130,11818,18869,2011,0.456714995776114,0.543285004223886,0.8330664754458,0.0032219406298501,0.0293805622679319,0.000956104333248201,0.0336830317675488,0.0254431805530998,0.0039079127456566,0.00941860998146729,0.000649954486814273,0.00163389062428374,0.0083986562150056,0.0193480154286425,0.0308916655206512
"pc2001__21__30",1,"Malkangiri",TRUE,310813,179320,131493,261545,344,10044,531,9006,5037,1030,2830,144,481,6309,7124,6388,2011,0.576938545041552,0.423061454958448,0.841486681702503,0.00110677481315132,0.0323152506491041,0.0017084227493702,0.0289756219977929,0.0162058858541953,0.00331388970216818,0.0091051532593553,0.00046330108457497,0.00154755431722611,0.0202983787679409,0.0229205342118895,0.0205525508907285
"pc2001__22__03",1,"Jashpur",TRUE,487707,291578,196129,426933,154,10275,662,9640,7166,1992,3616,258,937,4687,15113,6274,2011,0.597854859577574,0.402145140422426,0.875388296661725,0.000315763357917766,0.0210679772896432,0.00135737235676338,0.0197659660410861,0.0146932482002514,0.00408441953878046,0.00741428767682235,0.000529006145083011,0.00192123549590225,0.00961027830234137,0.0309878677156571,0.0128642812180264
"pc2001__22__05",1,"Korba",TRUE,520999,349895,171104,340745,19120,27158,19642,28072,23916,3998,13176,1074,2686,7016,16582,17814,2011,0.671584782312442,0.328415217687558,0.654022368565007,0.0366987268689575,0.0521267795139722,0.0377006481778276,0.0538811014992351,0.0459041188178864,0.00767371914341486,0.0252898757963067,0.00206142430215797,0.00515548014487552,0.0134664365958476,0.0318273163672099,0.0341920042073017
"pc2001__22__10",1,"Durg",TRUE,1498257,1208414,289843,970846,5165,124002,8378,79684,76432,14810,47311,4484,12547,27842,52452,74304,2011,0.806546540413294,0.193453459586706,0.647983623637333,0.00344733914141566,0.0827641719678266,0.00559183104100298,0.0531844670173408,0.0510139448706063,0.00988481949358488,0.0315773595584736,0.00299281097969174,0.0083743977168136,0.0185829266941519,0.0350086800862602,0.0495936277954984
"pc2001__22__11",1,"Raipur",TRUE,1756501,1257784,498717,1111741,4573,133278,9645,93448,107874,15908,56885,8263,21086,35658,58721,99421,2011,0.716073603146255,0.283926396853745,0.632929329388369,0.002603471333065,0.0758769849832138,0.00549103017874741,0.0532012222025493,0.06141414095409,0.00905664158460485,0.0323854071247326,0.00470423871093726,0.0120045476774565,0.020300586222268,0.0334306669907959,0.0566017326491701
