academic_year,state_report,district_report,medium_slot,language_label,source_pdf,source_page
2005-06,ORISSA,NAWARANGAPUR,5,Hindi,District report card 2005-06 vol-2.pdf,114
2005-06,ORISSA,NAYAGARH,1,Oriya,District report card 2005-06 vol-2.pdf,115
2005-06,ORISSA,NAYAGARH,2,Others,District report card 2005-06 vol-2.pdf,115
2005-06,ORISSA,NAYAGARH,3,English,District report card 2005-06 vol-2.pdf,115
2005-06,ORISSA,NAYAGARH,4,Bodo,District report card 2005-06 vol-2.pdf,115
2005-06,ORISSA,NAYAGARH,5,Urdu,District report card 2005-06 vol-2.pdf,115
2005-06,ORISSA,NUAPADA,1,Oriya,District report card 2005-06 vol-2.pdf,116
2005-06,ORISSA,NUAPADA,2,English,District report card 2005-06 vol-2.pdf,116
2005-06,ORISSA,NUAPADA,3,Hindi,District report card 2005-06 vol-2.pdf,116
2005-06,ORISSA,NUAPADA,4,Others,District report card 2005-06 vol-2.pdf,116
2005-06,ORISSA,NUAPADA,5,Bengali,District report card 2005-06 vol-2.pdf,116
2005-06,ORISSA,PURI,1,Oriya,District report card 2005-06 vol-2.pdf,117
2005-06,ORISSA,PURI,2,English,District report card 2005-06 vol-2.pdf,117
2005-06,ORISSA,PURI,3,Others,District report card 2005-06 vol-2.pdf,117
2005-06,ORISSA,PURI,4,Telugu,District report card 2005-06 vol-2.pdf,117
2005-06,ORISSA,PURI,5,Urdu,District report card 2005-06 vol-2.pdf,117
2005-06,ORISSA,RAYAGADA,1,Oriya,District report card 2005-06 vol-2.pdf,118
2005-06,ORISSA,RAYAGADA,2,Telugu,District report card 2005-06 vol-2.pdf,118
2005-06,ORISSA,RAYAGADA,3,English,District report card 2005-06 vol-2.pdf,118
2005-06,ORISSA,RAYAGADA,4,Others,District report card 2005-06 vol-2.pdf,118
2005-06,ORISSA,RAYAGADA,5,Hindi,District report card 2005-06 vol-2.pdf,118
2005-06,ORISSA,SAMBALPUR,1,Oriya,District report card 2005-06 vol-2.pdf,119
2005-06,ORISSA,SAMBALPUR,2,Hindi,District report card 2005-06 vol-2.pdf,119
2005-06,ORISSA,SAMBALPUR,3,English,District report card 2005-06 vol-2.pdf,119
2005-06,ORISSA,SAMBALPUR,4,Others,District report card 2005-06 vol-2.pdf,119
2005-06,ORISSA,SONEPUR,1,Oriya,District report card 2005-06 vol-2.pdf,120
2005-06,ORISSA,SONEPUR,2,Others,District report card 2005-06 vol-2.pdf,120
2005-06,ORISSA,SONEPUR,3,English,District report card 2005-06 vol-2.pdf,120
2005-06,ORISSA,SUNDARGARH,1,Oriya,District report card 2005-06 vol-2.pdf,121
2005-06,ORISSA,SUNDARGARH,2,Others,District report card 2005-06 vol-2.pdf,121
2005-06,ORISSA,SUNDARGARH,3,Hindi,District report card 2005-06 vol-2.pdf,121
2005-06,ORISSA,SUNDARGARH,4,English,District report card 2005-06 vol-2.pdf,121
2005-06,ORISSA,SUNDARGARH,5,Urdu,District report card 2005-06 vol-2.pdf,121
2005-06,PUDUCHERRY,KARAIKAL,1,Tamil,District report card 2005-06 vol-2.pdf,122
2005-06,PUDUCHERRY,KARAIKAL,2,English,District report card 2005-06 vol-2.pdf,122
2005-06,PUDUCHERRY,KARAIKAL,3,Others,District report card 2005-06 vol-2.pdf,122
2005-06,PUNJAB,AMRITSAR,1,Punjabi,District report card 2005-06 vol-2.pdf,126
2005-06,PUNJAB,AMRITSAR,2,Hindi,District report card 2005-06 vol-2.pdf,126
2005-06,PUNJAB,BATHINDA,1,Punjabi,District report card 2005-06 vol-2.pdf,127
2005-06,PUNJAB,BATHINDA,2,English,District report card 2005-06 vol-2.pdf,127
2005-06,PUNJAB,BATHINDA,3,Hindi,District report card 2005-06 vol-2.pdf,127
2005-06,PUNJAB,BATHINDA,4,Gujarati,District report card 2005-06 vol-2.pdf,127
2005-06,PUNJAB,BATHINDA,5,Others,District report card 2005-06 vol-2.pdf,127
2005-06,PUNJAB,FARIDKOT,1,Punjabi,District report card 2005-06 vol-2.pdf,128
2005-06,PUNJAB,FARIDKOT,2,English,District report card 2005-06 vol-2.pdf,128
2005-06,PUNJAB,FARIDKOT,3,Hindi,District report card 2005-06 vol-2.pdf,128
2005-06,PUNJAB,FATEHGARH SAHIB,1,Punjabi,District report card 2005-06 vol-2.pdf,129
2005-06,PUNJAB,FATEHGARH SAHIB,2,Gujarati,District report card 2005-06 vol-2.pdf,129
2005-06,PUNJAB,FATEHGARH SAHIB,3,Hindi,District report card 2005-06 vol-2.pdf,129
2005-06,PUNJAB,FATEHGARH SAHIB,4,English,District report card 2005-06 vol-2.pdf,129
2005-06,PUNJAB,FEROZEPUR,1,Punjabi,District report card 2005-06 vol-2.pdf,130
2005-06,PUNJAB,FEROZEPUR,2,Hindi,District report card 2005-06 vol-2.pdf,130
2005-06,PUNJAB,FEROZEPUR,3,English,District report card 2005-06 vol-2.pdf,130
2005-06,PUNJAB,FEROZEPUR,4,Others,District report card 2005-06 vol-2.pdf,130
2005-06,PUNJAB,FEROZEPUR,5,Gujarati,District report card 2005-06 vol-2.pdf,130
2005-06,PUNJAB,GURDASPUR,1,Punjabi,District report card 2005-06 vol-2.pdf,131
2005-06,PUNJAB,GURDASPUR,2,English,District report card 2005-06 vol-2.pdf,131
2005-06,PUNJAB,GURDASPUR,3,Others,District report card 2005-06 vol-2.pdf,131
2005-06,PUNJAB,GURDASPUR,4,Hindi,District report card 2005-06 vol-2.pdf,131
2005-06,PUNJAB,GURDASPUR,5,Gujarati,District report card 2005-06 vol-2.pdf,131
2005-06,PUNJAB,HOSHIARPUR,1,Punjabi,District report card 2005-06 vol-2.pdf,132
2005-06,PUNJAB,HOSHIARPUR,2,English,District report card 2005-06 vol-2.pdf,132
2005-06,PUNJAB,HOSHIARPUR,3,Hindi,District report card 2005-06 vol-2.pdf,132
2005-06,PUNJAB,HOSHIARPUR,4,Others,District report card 2005-06 vol-2.pdf,132
2005-06,PUNJAB,HOSHIARPUR,5,Gujarati,District report card 2005-06 vol-2.pdf,132
2005-06,PUNJAB,JALANDHAR,1,Punjabi,District report card 2005-06 vol-2.pdf,133
2005-06,PUNJAB,JALANDHAR,2,Hindi,District report card 2005-06 vol-2.pdf,133
2005-06,PUNJAB,JALANDHAR,3,English,District report card 2005-06 vol-2.pdf,133
2005-06,PUNJAB,JALANDHAR,4,Others,District report card 2005-06 vol-2.pdf,133
2005-06,PUNJAB,JALANDHAR,5,Gujarati,District report card 2005-06 vol-2.pdf,133
2005-06,PUNJAB,KAPURTHALA,1,Punjabi,District report card 2005-06 vol-2.pdf,134
2005-06,PUNJAB,KAPURTHALA,2,Hindi,District report card 2005-06 vol-2.pdf,134
2005-06,PUNJAB,KAPURTHALA,3,English,District report card 2005-06 vol-2.pdf,134
2005-06,PUNJAB,KAPURTHALA,4,Others,District report card 2005-06 vol-2.pdf,134
2005-06,PUNJAB,LUDHIANA,1,Punjabi,District report card 2005-06 vol-2.pdf,135
2005-06,PUNJAB,LUDHIANA,2,Hindi,District report card 2005-06 vol-2.pdf,135
2005-06,PUNJAB,LUDHIANA,3,English,District report card 2005-06 vol-2.pdf,135
2005-06,PUNJAB,LUDHIANA,4,Others,District report card 2005-06 vol-2.pdf,135
2005-06,PUNJAB,LUDHIANA,5,Assamese,District report card 2005-06 vol-2.pdf,135
2005-06,PUNJAB,MANSA,1,Punjabi,District report card 2005-06 vol-2.pdf,136
2005-06,PUNJAB,MANSA,2,English,District report card 2005-06 vol-2.pdf,136
2005-06,PUNJAB,MANSA,3,Hindi,District report card 2005-06 vol-2.pdf,136
2005-06,PUNJAB,MOGA,1,Punjabi,District report card 2005-06 vol-2.pdf,137
2005-06,PUNJAB,MOGA,2,English,District report card 2005-06 vol-2.pdf,137
2005-06,PUNJAB,MOGA,3,Others,District report card 2005-06 vol-2.pdf,137
2005-06,PUNJAB,MOGA,4,Hindi,District report card 2005-06 vol-2.pdf,137
2005-06,PUNJAB,MOGA,5,Sanskrit,District report card 2005-06 vol-2.pdf,137
2005-06,PUNJAB,MUKTSAR,1,Punjabi,District report card 2005-06 vol-2.pdf,138
2005-06,PUNJAB,MUKTSAR,2,English,District report card 2005-06 vol-2.pdf,138
2005-06,PUNJAB,MUKTSAR,3,Hindi,District report card 2005-06 vol-2.pdf,138
2005-06,PUNJAB,NAWANSHAHR,1,Punjabi,District report card 2005-06 vol-2.pdf,139
2005-06,PUNJAB,NAWANSHAHR,2,Hindi,District report card 2005-06 vol-2.pdf,139
2005-06,PUNJAB,NAWANSHAHR,3,Gujarati,District report card 2005-06 vol-2.pdf,139
2005-06,PUNJAB,PATIALA,1,Punjabi,District report card 2005-06 vol-2.pdf,140
2005-06,PUNJAB,PATIALA,2,English,District report card 2005-06 vol-2.pdf,140
2005-06,PUNJAB,PATIALA,3,Hindi,District report card 2005-06 vol-2.pdf,140
2005-06,PUNJAB,PATIALA,4,Gujarati,District report card 2005-06 vol-2.pdf,140
2005-06,PUNJAB,ROPAR,1,Punjabi,District report card 2005-06 vol-2.pdf,141
2005-06,PUNJAB,ROPAR,2,English,District report card 2005-06 vol-2.pdf,141
2005-06,PUNJAB,ROPAR,3,Hindi,District report card 2005-06 vol-2.pdf,141
2005-06,PUNJAB,ROPAR,4,Others,District report card 2005-06 vol-2.pdf,141
2005-06,PUNJAB,ROPAR,5,Gujarati,District report card 2005-06 vol-2.pdf,141
2005-06,PUNJAB,SANGRUR,1,Punjabi,District report card 2005-06 vol-2.pdf,142
2005-06,PUNJAB,SANGRUR,2,English,District report card 2005-06 vol-2.pdf,142
2005-06,PUNJAB,SANGRUR,3,Hindi,District report card 2005-06 vol-2.pdf,142
2005-06,PUNJAB,SANGRUR,4,Oriya,District report card 2005-06 vol-2.pdf,142
2005-06,RAJASTHAN,AJMER,1,Hindi,District report card 2005-06 vol-2.pdf,143
2005-06,RAJASTHAN,AJMER,2,English,District report card 2005-06 vol-2.pdf,143
2005-06,RAJASTHAN,AJMER,3,Others,District report card 2005-06 vol-2.pdf,143
2005-06,RAJASTHAN,AJMER,4,Urdu,District report card 2005-06 vol-2.pdf,143
2005-06,RAJASTHAN,AJMER,5,Sindhi,District report card 2005-06 vol-2.pdf,143
2005-06,RAJASTHAN,ALWAR,1,Hindi,District report card 2005-06 vol-2.pdf,144
2005-06,RAJASTHAN,ALWAR,2,Others,District report card 2005-06 vol-2.pdf,144
2005-06,RAJASTHAN,ALWAR,3,Gujarati,District report card 2005-06 vol-2.pdf,144
2005-06,RAJASTHAN,ALWAR,4,English,District report card 2005-06 vol-2.pdf,144
2005-06,RAJASTHAN,ALWAR,5,Sanskrit,District report card 2005-06 vol-2.pdf,144
2005-06,RAJASTHAN,BANSWARA,1,Hindi,District report card 2005-06 vol-2.pdf,145
2005-06,RAJASTHAN,BANSWARA,2,Others,District report card 2005-06 vol-2.pdf,145
2005-06,RAJASTHAN,BANSWARA,3,English,District report card 2005-06 vol-2.pdf,145
2005-06,RAJASTHAN,BANSWARA,4,Bengali,District report card 2005-06 vol-2.pdf,145
2005-06,RAJASTHAN,BANSWARA,5,Sanskrit,District report card 2005-06 vol-2.pdf,145
2005-06,RAJASTHAN,BARAN,1,Hindi,District report card 2005-06 vol-2.pdf,146
2005-06,RAJASTHAN,BARAN,2,English,District report card 2005-06 vol-2.pdf,146
2005-06,RAJASTHAN,BARAN,3,Others,District report card 2005-06 vol-2.pdf,146
2005-06,RAJASTHAN,BARAN,4,Sanskrit,District report card 2005-06 vol-2.pdf,146
2005-06,RAJASTHAN,BARAN,5,Gujarati,District report card 2005-06 vol-2.pdf,146
2005-06,RAJASTHAN,BARMER,1,Hindi,District report card 2005-06 vol-2.pdf,147
2005-06,RAJASTHAN,BARMER,2,Others,District report card 2005-06 vol-2.pdf,147
2005-06,RAJASTHAN,BARMER,3,Assamese,District report card 2005-06 vol-2.pdf,147
2005-06,RAJASTHAN,BARMER,4,Konkani,District report card 2005-06 vol-2.pdf,147
2005-06,RAJASTHAN,BARMER,5,Kannada,District report card 2005-06 vol-2.pdf,147
2005-06,RAJASTHAN,BHARATPUR,1,Hindi,District report card 2005-06 vol-2.pdf,148
2005-06,RAJASTHAN,BHARATPUR,2,Others,District report card 2005-06 vol-2.pdf,148
2005-06,RAJASTHAN,BHARATPUR,3,English,District report card 2005-06 vol-2.pdf,148
2005-06,RAJASTHAN,BHARATPUR,4,Bengali,District report card 2005-06 vol-2.pdf,148
2005-06,RAJASTHAN,BHARATPUR,5,Gujarati,District report card 2005-06 vol-2.pdf,148
2005-06,RAJASTHAN,BHILWARA,1,Hindi,District report card 2005-06 vol-2.pdf,149
2005-06,RAJASTHAN,BHILWARA,2,English,District report card 2005-06 vol-2.pdf,149
2005-06,RAJASTHAN,BHILWARA,3,Others,District report card 2005-06 vol-2.pdf,149
2005-06,RAJASTHAN,BHILWARA,4,Kannada,District report card 2005-06 vol-2.pdf,149
2005-06,RAJASTHAN,BHILWARA,5,Kashmiri,District report card 2005-06 vol-2.pdf,149
2005-06,RAJASTHAN,BIKANER,1,Hindi,District report card 2005-06 vol-2.pdf,150
2005-06,RAJASTHAN,BIKANER,2,Others,District report card 2005-06 vol-2.pdf,150
2005-06,RAJASTHAN,BIKANER,3,English,District report card 2005-06 vol-2.pdf,150
2005-06,RAJASTHAN,BIKANER,4,Marathi,District report card 2005-06 vol-2.pdf,150
2005-06,RAJASTHAN,BIKANER,5,Kannada,District report card 2005-06 vol-2.pdf,150
2005-06,RAJASTHAN,BUNDI,1,Hindi,District report card 2005-06 vol-2.pdf,151
2005-06,RAJASTHAN,BUNDI,2,Others,District report card 2005-06 vol-2.pdf,151
2005-06,RAJASTHAN,BUNDI,3,English,District report card 2005-06 vol-2.pdf,151
2005-06,RAJASTHAN,BUNDI,4,Kannada,District report card 2005-06 vol-2.pdf,151
2005-06,RAJASTHAN,CHITTAURGARH,1,Hindi,District report card 2005-06 vol-2.pdf,152
2005-06,RAJASTHAN,CHITTAURGARH,2,English,District report card 2005-06 vol-2.pdf,152
2005-06,RAJASTHAN,CHITTAURGARH,3,Others,District report card 2005-06 vol-2.pdf,152
2005-06,RAJASTHAN,CHITTAURGARH,4,Kannada,District report card 2005-06 vol-2.pdf,152
2005-06,RAJASTHAN,CHITTAURGARH,5,Gujarati,District report card 2005-06 vol-2.pdf,152
2005-06,RAJASTHAN,CHURU,1,Hindi,District report card 2005-06 vol-2.pdf,153
2005-06,RAJASTHAN,CHURU,2,Others,District report card 2005-06 vol-2.pdf,153
2005-06,RAJASTHAN,CHURU,3,English,District report card 2005-06 vol-2.pdf,153
2005-06,RAJASTHAN,CHURU,4,Sanskrit,District report card 2005-06 vol-2.pdf,153
2005-06,RAJASTHAN,DAUSA,1,Hindi,District report card 2005-06 vol-2.pdf,154
2005-06,RAJASTHAN,DAUSA,2,Others,District report card 2005-06 vol-2.pdf,154
2005-06,RAJASTHAN,DAUSA,3,Un-Specified,District report card 2005-06 vol-2.pdf,154
2005-06,RAJASTHAN,DAUSA,4,Kannada,District report card 2005-06 vol-2.pdf,154
2005-06,RAJASTHAN,DAUSA,5,English,District report card 2005-06 vol-2.pdf,154
2005-06,RAJASTHAN,DHAULPUR,1,Hindi,District report card 2005-06 vol-2.pdf,155
2005-06,RAJASTHAN,DHAULPUR,2,Others,District report card 2005-06 vol-2.pdf,155
2005-06,RAJASTHAN,DHAULPUR,3,English,District report card 2005-06 vol-2.pdf,155
2005-06,RAJASTHAN,DHAULPUR,4,Kannada,District report card 2005-06 vol-2.pdf,155
2005-06,RAJASTHAN,DHAULPUR,5,Marathi,District report card 2005-06 vol-2.pdf,155
2005-06,RAJASTHAN,DUNGARPUR,1,Hindi,District report card 2005-06 vol-2.pdf,156
2005-06,RAJASTHAN,DUNGARPUR,2,Others,District report card 2005-06 vol-2.pdf,156
2005-06,RAJASTHAN,DUNGARPUR,3,English,District report card 2005-06 vol-2.pdf,156
2005-06,RAJASTHAN,DUNGARPUR,4,Gujarati,District report card 2005-06 vol-2.pdf,156
2005-06,RAJASTHAN,DUNGARPUR,5,Sanskrit,District report card 2005-06 vol-2.pdf,156
2005-06,RAJASTHAN,GANGANAGAR,1,Hindi,District report card 2005-06 vol-2.pdf,157
2005-06,RAJASTHAN,GANGANAGAR,2,Others,District report card 2005-06 vol-2.pdf,157
2005-06,RAJASTHAN,GANGANAGAR,3,Gujarati,District report card 2005-06 vol-2.pdf,157
2005-06,RAJASTHAN,GANGANAGAR,4,Kashmiri,District report card 2005-06 vol-2.pdf,157
2005-06,RAJASTHAN,GANGANAGAR,5,English,District report card 2005-06 vol-2.pdf,157
2005-06,RAJASTHAN,HANUMANGARH,1,Hindi,District report card 2005-06 vol-2.pdf,158
2005-06,RAJASTHAN,HANUMANGARH,2,English,District report card 2005-06 vol-2.pdf,158
2005-06,RAJASTHAN,HANUMANGARH,3,Others,District report card 2005-06 vol-2.pdf,158
2005-06,RAJASTHAN,HANUMANGARH,4,Bengali,District report card 2005-06 vol-2.pdf,158
2005-06,RAJASTHAN,HANUMANGARH,5,Garo,District report card 2005-06 vol-2.pdf,158
2005-06,RAJASTHAN,JAIPUR,1,Hindi,District report card 2005-06 vol-2.pdf,159
2005-06,RAJASTHAN,JAIPUR,2,Others,District report card 2005-06 vol-2.pdf,159
2005-06,RAJASTHAN,JAIPUR,3,English,District report card 2005-06 vol-2.pdf,159
2005-06,RAJASTHAN,JAIPUR,4,Gujarati,District report card 2005-06 vol-2.pdf,159
2005-06,RAJASTHAN,JAIPUR,5,Urdu,District report card 2005-06 vol-2.pdf,159
2005-06,RAJASTHAN,JAISALMER,1,Hindi,District report card 2005-06 vol-2.pdf,160
2005-06,RAJASTHAN,JAISALMER,2,Others,District report card 2005-06 vol-2.pdf,160
2005-06,RAJASTHAN,JAISALMER,3,English,District report card 2005-06 vol-2.pdf,160
2005-06,RAJASTHAN,JAISALMER,4,Gujarati,District report card 2005-06 vol-2.pdf,160
2005-06,RAJASTHAN,JALOR,1,Hindi,District report card 2005-06 vol-2.pdf,161
2005-06,RAJASTHAN,JALOR,2,Others,District report card 2005-06 vol-2.pdf,161
2005-06,RAJASTHAN,JALOR,3,English,District report card 2005-06 vol-2.pdf,161
2005-06,RAJASTHAN,JALOR,4,Un-Specified,District report card 2005-06 vol-2.pdf,161
2005-06,RAJASTHAN,JALOR,5,Dogri,District report card 2005-06 vol-2.pdf,161
2005-06,RAJASTHAN,JHALAWAR,1,Hindi,District report card 2005-06 vol-2.pdf,162
2005-06,RAJASTHAN,JHALAWAR,2,Others,District report card 2005-06 vol-2.pdf,162
2005-06,RAJASTHAN,JHALAWAR,3,English,District report card 2005-06 vol-2.pdf,162
2005-06,RAJASTHAN,JHALAWAR,4,Gujarati,District report card 2005-06 vol-2.pdf,162
2005-06,RAJASTHAN,JHALAWAR,5,Urdu,District report card 2005-06 vol-2.pdf,162
2005-06,RAJASTHAN,JHUNJHUNUN,1,Hindi,District report card 2005-06 vol-2.pdf,163
2005-06,RAJASTHAN,JHUNJHUNUN,2,Others,District report card 2005-06 vol-2.pdf,163
2005-06,RAJASTHAN,JHUNJHUNUN,3,English,District report card 2005-06 vol-2.pdf,163
2005-06,RAJASTHAN,JHUNJHUNUN,4,Sanskrit,District report card 2005-06 vol-2.pdf,163
2005-06,RAJASTHAN,JHUNJHUNUN,5,Kannada,District report card 2005-06 vol-2.pdf,163
2005-06,RAJASTHAN,JODHPUR,1,Hindi,District report card 2005-06 vol-2.pdf,164
2005-06,RAJASTHAN,JODHPUR,2,Others,District report card 2005-06 vol-2.pdf,164
2005-06,RAJASTHAN,JODHPUR,3,English,District report card 2005-06 vol-2.pdf,164
2005-06,RAJASTHAN,JODHPUR,4,Gujarati,District report card 2005-06 vol-2.pdf,164
2005-06,RAJASTHAN,JODHPUR,5,Punjabi,District report card 2005-06 vol-2.pdf,164
2005-06,RAJASTHAN,KARAULI,1,Hindi,District report card 2005-06 vol-2.pdf,165
2005-06,RAJASTHAN,KARAULI,2,Others,District report card 2005-06 vol-2.pdf,165
2005-06,RAJASTHAN,KARAULI,3,Assamese,District report card 2005-06 vol-2.pdf,165
2005-06,RAJASTHAN,KARAULI,4,Gujarati,District report card 2005-06 vol-2.pdf,165
2005-06,RAJASTHAN,KARAULI,5,Kashmiri,District report card 2005-06 vol-2.pdf,165
2005-06,RAJASTHAN,KOTA,1,Hindi,District report card 2005-06 vol-2.pdf,166
2005-06,RAJASTHAN,KOTA,2,Others,District report card 2005-06 vol-2.pdf,166
2005-06,RAJASTHAN,KOTA,3,English,District report card 2005-06 vol-2.pdf,166
2005-06,RAJASTHAN,KOTA,4,Sanskrit,District report card 2005-06 vol-2.pdf,166
2005-06,RAJASTHAN,KOTA,5,Urdu,District report card 2005-06 vol-2.pdf,166
2005-06,RAJASTHAN,NAGAUR,1,Hindi,District report card 2005-06 vol-2.pdf,167
2005-06,RAJASTHAN,NAGAUR,2,Others,District report card 2005-06 vol-2.pdf,167
2005-06,RAJASTHAN,NAGAUR,3,Kannada,District report card 2005-06 vol-2.pdf,167
2005-06,RAJASTHAN,NAGAUR,4,Gujarati,District report card 2005-06 vol-2.pdf,167
2005-06,RAJASTHAN,NAGAUR,5,English,District report card 2005-06 vol-2.pdf,167
2005-06,RAJASTHAN,PALI,1,Hindi,District report card 2005-06 vol-2.pdf,168
2005-06,RAJASTHAN,PALI,2,Others,District report card 2005-06 vol-2.pdf,168
2005-06,RAJASTHAN,PALI,3,English,District report card 2005-06 vol-2.pdf,168
2005-06,RAJASTHAN,PALI,4,Kannada,District report card 2005-06 vol-2.pdf,168
2005-06,RAJASTHAN,PALI,5,Gujarati,District report card 2005-06 vol-2.pdf,168
2005-06,RAJASTHAN,RAJSAMAND,1,Hindi,District report card 2005-06 vol-2.pdf,169
2005-06,RAJASTHAN,RAJSAMAND,2,Others,District report card 2005-06 vol-2.pdf,169
2005-06,RAJASTHAN,RAJSAMAND,3,English,District report card 2005-06 vol-2.pdf,169
2005-06,RAJASTHAN,RAJSAMAND,4,Kannada,District report card 2005-06 vol-2.pdf,169
2005-06,RAJASTHAN,SAWAI MADHOPUR,1,Hindi,District report card 2005-06 vol-2.pdf,170
2005-06,RAJASTHAN,SAWAI MADHOPUR,2,Others,District report card 2005-06 vol-2.pdf,170
2005-06,RAJASTHAN,SAWAI MADHOPUR,3,Un-Specified,District report card 2005-06 vol-2.pdf,170
2005-06,RAJASTHAN,SAWAI MADHOPUR,4,Bodo,District report card 2005-06 vol-2.pdf,170
2005-06,RAJASTHAN,SAWAI MADHOPUR,5,Kannada,District report card 2005-06 vol-2.pdf,170
2005-06,RAJASTHAN,SIKAR,1,Hindi,District report card 2005-06 vol-2.pdf,171
2005-06,RAJASTHAN,SIKAR,2,Others,District report card 2005-06 vol-2.pdf,171
2005-06,RAJASTHAN,SIKAR,3,English,District report card 2005-06 vol-2.pdf,171
2005-06,RAJASTHAN,SIKAR,4,Assamese,District report card 2005-06 vol-2.pdf,171
2005-06,RAJASTHAN,SIKAR,5,Gujarati,District report card 2005-06 vol-2.pdf,171
2005-06,RAJASTHAN,SIROHI,1,Hindi,District report card 2005-06 vol-2.pdf,172
2005-06,RAJASTHAN,SIROHI,2,English,District report card 2005-06 vol-2.pdf,172
2005-06,RAJASTHAN,SIROHI,3,Others,District report card 2005-06 vol-2.pdf,172
2005-06,RAJASTHAN,SIROHI,4,Kannada,District report card 2005-06 vol-2.pdf,172
2005-06,RAJASTHAN,SIROHI,5,Sanskrit,District report card 2005-06 vol-2.pdf,172
2005-06,RAJASTHAN,TONK,1,Hindi,District report card 2005-06 vol-2.pdf,173
2005-06,RAJASTHAN,TONK,2,Others,District report card 2005-06 vol-2.pdf,173
2005-06,RAJASTHAN,TONK,3,English,District report card 2005-06 vol-2.pdf,173
2005-06,RAJASTHAN,TONK,4,Urdu,District report card 2005-06 vol-2.pdf,173
2005-06,RAJASTHAN,TONK,5,Sanskrit,District report card 2005-06 vol-2.pdf,173
2005-06,RAJASTHAN,UDAIPUR,1,Hindi,District report card 2005-06 vol-2.pdf,174
2005-06,RAJASTHAN,UDAIPUR,2,English,District report card 2005-06 vol-2.pdf,174
2005-06,RAJASTHAN,UDAIPUR,3,Others,District report card 2005-06 vol-2.pdf,174
2005-06,RAJASTHAN,UDAIPUR,4,Sanskrit,District report card 2005-06 vol-2.pdf,174
2005-06,RAJASTHAN,UDAIPUR,5,Bodo,District report card 2005-06 vol-2.pdf,174
2005-06,SIKKIM,EAST SIKKIM,1,English,District report card 2005-06 vol-2.pdf,175
2005-06,SIKKIM,EAST SIKKIM,2,Others,District report card 2005-06 vol-2.pdf,175
2005-06,SIKKIM,EAST SIKKIM,3,Nepali,District report card 2005-06 vol-2.pdf,175
2005-06,SIKKIM,NORTH SIKKIM,1,English,District report card 2005-06 vol-2.pdf,176
2005-06,SIKKIM,NORTH SIKKIM,2,Bhutia,District report card 2005-06 vol-2.pdf,176
2005-06,SIKKIM,SOUTH SIKKIM,1,English,District report card 2005-06 vol-2.pdf,177
2005-06,SIKKIM,SOUTH SIKKIM,2,Others,District report card 2005-06 vol-2.pdf,177
2005-06,SIKKIM,WEST SIKKIM,1,English,District report card 2005-06 vol-2.pdf,178
2005-06,SIKKIM,WEST SIKKIM,2,Bhutia,District report card 2005-06 vol-2.pdf,178
2005-06,SIKKIM,WEST SIKKIM,3,Sanskrit,District report card 2005-06 vol-2.pdf,178
2005-06,TAMIL NADU,CHENNAI,1,English,District report card 2005-06 vol-2.pdf,179
2005-06,TAMIL NADU,CHENNAI,2,Tamil,District report card 2005-06 vol-2.pdf,179
2005-06,TAMIL NADU,CHENNAI,3,Telugu,District report card 2005-06 vol-2.pdf,179
2005-06,TAMIL NADU,CHENNAI,4,Urdu,District report card 2005-06 vol-2.pdf,179
2005-06,TAMIL NADU,CHENNAI,5,Hindi,District report card 2005-06 vol-2.pdf,179
2005-06,TAMIL NADU,COIMBATORE,1,Tamil,District report card 2005-06 vol-2.pdf,180
2005-06,TAMIL NADU,COIMBATORE,2,English,District report card 2005-06 vol-2.pdf,180
2005-06,TAMIL NADU,COIMBATORE,3,Malayalam,District report card 2005-06 vol-2.pdf,180
