"target_unit_2001","census_2011_source_district_count","census_2011_source_districts","census_2011_parent_reconstruction_complete","migrants_total","migrants_recent_0_9","migrants_within_state_outside_place","migrants_within_district","migrants_other_district_same_state","migrants_interstate","migrants_outside_india","population_total_2011","census_year","migrant_stock_share_population","recent_0_9_migrant_share_population","interdistrict_migrant_share_population","interstate_migrant_share_population","recent_0_9_share_among_migrants","within_district_share_among_migrants","other_district_same_state_share_among_migrants","interstate_share_among_migrants","outside_india_share_among_migrants"
"pc2001__23__19",1,"Mandsaur",TRUE,506307,157594,410941,281714,129227,93443,1870,1340411,2011,0.377725190258809,0.117571401607417,0.166120689848114,0.0697122002132182,0.311261744356685,0.55640945118278,0.255234472365581,0.18455798557002,0.00369341130973895
"pc2001__23__20",1,"Ratlam",TRUE,523922,160538,459503,277388,182115,63000,1321,1455069,2011,0.360066773465726,0.110330163036942,0.168455928894094,0.0432969158163634,0.30641584052588,0.529445222762167,0.347599451826799,0.120246906982337,0.00252136768450266
"pc2001__23__21",1,"Ujjain",TRUE,800500,252638,739802,383343,356459,57835,2748,1986864,2011,0.402896222388649,0.127154148447,0.208516536612471,0.029108685848654,0.315600249843848,0.478879450343535,0.445295440349781,0.0722485946283573,0.00343285446595878
"pc2001__23__23",1,"Dewas",TRUE,626496,211214,601875,335351,266524,23026,1512,1563715,2011,0.40064589774991,0.135071928068734,0.185168013352817,0.0147251896924951,0.33713543262846,0.535280352947186,0.425420114414138,0.0367536265195628,0.0024134232301563
"pc2001__23__24",2,"Alirajpur;Jhabua",TRUE,499280,182072,451321,373693,77628,46820,1029,1754047,2011,0.284644596182428,0.103801095409644,0.0709490680694417,0.0266925572689899,0.364669123537895,0.74846378785451,0.155479891043102,0.0937750360519148,0.00206096779362282
"pc2001__23__25",1,"Dhar",TRUE,796594,280306,757359,515242,242117,37532,1609,2185793,2011,0.36444164657861,0.128239956848613,0.127939379438035,0.0171708848916617,0.351880631789845,0.646806277727424,0.303940275723894,0.0471155946441977,0.00201984950928578
"pc2001__23__26",1,"Indore",TRUE,1417889,521760,1123244,390050,733194,279689,14312,3276697,2011,0.432718985002275,0.159233520829054,0.309117077349538,0.085356992117367,0.367983671500378,0.27509205586615,0.517102537645754,0.197257331145104,0.0100938789989908
"pc2001__23__28",1,"Barwani",TRUE,419251,164475,372745,289637,83108,45534,906,1385881,2011,0.302515872574918,0.118679020781727,0.0928232654896055,0.0328556347911545,0.392306756573031,0.690843909734264,0.19822970010805,0.108607969927323,0.00216099663447434
"pc2001__23__30",1,"Rajgarh",TRUE,487030,147356,456892,339155,117737,29313,778,1545814,2011,0.315063778695238,0.0953258283338099,0.0951278743755717,0.0189628247641696,0.302560417222758,0.696373940003696,0.241744861712831,0.0601872574584728,0.00159743752951564
"pc2001__23__31",1,"Vidisha",TRUE,467440,149593,450613,309576,141037,15582,1190,1458875,2011,0.320411275811841,0.102539970867963,0.107356010624625,0.010680832833519,0.320026099606367,0.662279650864282,0.301722146157796,0.0333347595413315,0.0025457812767414
"pc2001__23__32",1,"Bhopal",TRUE,1069428,346261,818815,298914,519901,239299,10823,2371061,2011,0.451033524654153,0.146036310326896,0.320194208415557,0.100924860220804,0.323781498146673,0.279508297893827,0.4861486701302,0.223763544623855,0.0101203634092244
"pc2001__23__33",1,"Sehore",TRUE,456474,159131,443353,253951,189402,11604,1436,1311332,2011,0.348099489679196,0.121350657194364,0.153283836587531,0.00884901764007894,0.348609121220486,0.55633179545823,0.414923960619882,0.0254209440187174,0.00314585277584265
"pc2001__23__34",1,"Raisen",TRUE,462577,162765,443658,272082,171576,17701,1130,1331597,2011,0.347385132288523,0.122232927830267,0.142142855533619,0.0132930608885421,0.351865743432985,0.588187480138442,0.370913383069197,0.0382660616502766,0.00244283654396998
"pc2001__23__35",1,"Betul",TRUE,524159,179139,475216,410603,64613,44687,4189,1575362,2011,0.332722891627448,0.113712911699025,0.0693808788075376,0.0283661786941668,0.341764617224926,0.783355813789327,0.123269847508103,0.0852546650920808,0.00799184980130075
"pc2001__23__36",1,"Harda",TRUE,233150,84972,225279,126390,98889,7309,407,570465,2011,0.408701673196427,0.14895217059767,0.186160412996415,0.0128123548333377,0.364452069483165,0.542097362213168,0.424143255414969,0.0313489170062192,0.00174565730216599
"pc2001__23__38",1,"Katni",TRUE,431926,127352,398583,244302,154281,30922,2332,1292042,2011,0.33429718228974,0.0985664552700299,0.143341315529991,0.023932658535868,0.294846802461533,0.565610775919949,0.357193130304728,0.0715909669711941,0.00539907298935466
"pc2001__23__39",1,"Jabalpur",TRUE,812736,252873,697389,417833,279556,109464,5569,2463289,2011,0.329939361560905,0.102656651330802,0.157927064181263,0.044438147533643,0.311137934089298,0.51410667178518,0.343969013308135,0.134685802031656,0.00685216355618553
"pc2001__23__41",1,"Dindori",TRUE,204077,55515,199487,161995,37492,4184,358,704524,2011,0.28966649823143,0.0787978833936104,0.0591548336181592,0.00593876149002731,0.272029675073624,0.793793519112884,0.183714970329826,0.0205020653968845,0.00175423982124394
"pc2001__23__42",1,"Mandla",TRUE,333784,95446,323631,255215,68416,8985,1071,1054905,2011,0.316411430413165,0.0904782895142217,0.0733724837781601,0.00851735464330911,0.285951393715696,0.764611245595954,0.20497087937109,0.0269186060446277,0.0032086618891259
"pc2001__23__44",1,"Seoni",TRUE,471388,146649,455041,357917,97124,15452,866,1379131,2011,0.341800742641562,0.106334351124005,0.0816282137084874,0.0112041568204906,0.311100409853454,0.759283223162236,0.206038337844833,0.0327797907456278,0.00183712780130169
"pc2001__23__45",1,"Balaghat",TRUE,567509,166890,485349,438787,46562,80503,1562,1701698,2011,0.333495720157161,0.0980726309838761,0.0746695359576141,0.0473074540840972,0.294074631415537,0.77318068964545,0.0820462759180912,0.141853256952753,0.00275237925742147
"pc2001__24__01",1,"Kachchh",TRUE,998173,477937,816588,622923,193665,161664,8553,2092371,2011,0.477053543563737,0.228418860708737,0.169821221953468,0.0772635445626039,0.478811789138756,0.624063163399531,0.194019473578227,0.16195990073865,0.00856865493256179
"pc2001__24__03",1,"Patan",TRUE,494942,150946,482178,296400,185778,10178,787,1343734,2011,0.368333315968785,0.112333244526074,0.145829457318189,0.00757441576978777,0.304977148837642,0.598858048013707,0.375353071673044,0.0205640256838175,0.00159008530292438
"pc2001__24__04",1,"Mahesana",TRUE,904561,284017,866168,539979,326189,30948,1025,2035064,2011,0.444487740926084,0.139561704201932,0.175491778145552,0.0152073841412359,0.313983247122085,0.596951449377101,0.360604757445877,0.0342132813596872,0.00113314635497219
"pc2001__24__07",1,"Ahmadabad",TRUE,3246537,975101,2475785,1029321,1446464,723677,18662,7214225,2011,0.450018816990044,0.135163652367371,0.300814155366654,0.100312507580509,0.300351112585503,0.317051984930404,0.445540586785242,0.222907362521973,0.00574827885836508
"pc2001__24__08",1,"Surendranagar",TRUE,682657,213194,665323,451225,214098,14655,716,1756268,2011,0.388697510858252,0.121390357280324,0.130249483564012,0.00834439846310472,0.312300320658837,0.660983480723116,0.313624558160247,0.0214675891406665,0.00104884297678043
"pc2001__24__09",1,"Rajkot",TRUE,1828255,659382,1716742,1025448,691294,94680,9233,3804558,2011,0.480543337754346,0.173313693732623,0.206587466927827,0.024885939444214,0.360661942672111,0.560888935077437,0.378116838187233,0.0517870865935004,0.00505017079127365
"pc2001__24__11",1,"Porbandar",TRUE,255749,92365,246576,168458,78118,7220,832,585449,2011,0.436842491831056,0.157767798732255,0.145765045290025,0.0123324149498932,0.361154882326031,0.658684882443333,0.30544791963996,0.0282308044215227,0.00325318965079042
"pc2001__24__13",1,"Amreli",TRUE,649912,200421,635868,416645,219223,13378,469,1514190,2011,0.429214299394396,0.132361856834347,0.153614143535488,0.00883508674604904,0.308381750144635,0.641079099939684,0.337311820677261,0.0205843252624971,0.000721636159972427
"pc2001__24__14",1,"Bhavnagar",TRUE,1121025,369341,1070884,760620,310264,46492,1776,2880365,2011,0.389195466546774,0.128227151767224,0.123857913840781,0.0161410099067306,0.329467228652349,0.678504047634977,0.276768136303829,0.0414727593051002,0.00158426440088312
"pc2001__24__15",1,"Anand",TRUE,1048550,331386,1005509,640257,365252,35938,3118,2092745,2011,0.501040499439731,0.158349918408597,0.191705152801703,0.0171726607876258,0.316042153450002,0.610611797243813,0.348340088693911,0.0342739974250155,0.00297363025129941
"pc2001__24__17",1,"Panch Mahals",TRUE,742287,211896,713977,572358,141619,26910,757,2390776,2011,0.310479526312796,0.0886306370818512,0.0704913383771629,0.0112557596362018,0.285463708781105,0.77107372215868,0.190787390860947,0.0362528240424526,0.00101982117428973
"pc2001__24__18",1,"Dohad",TRUE,560837,175699,520723,466605,54118,38276,358,2127086,2011,0.263664468667463,0.0826007975229962,0.0434368897167298,0.0179945709764438,0.313279972612363,0.83197970176718,0.0964950600620145,0.0682479936238158,0.000638331636464784
"pc2001__24__20",1,"Narmada",TRUE,208822,66915,191411,134979,56432,16517,120,590297,2011,0.353757515284679,0.113358190876796,0.123580163883604,0.0279808299889717,0.320440375056268,0.646383043932153,0.270239725699399,0.0790960722529235,0.00057465209604352
"pc2001__24__21",1,"Bharuch",TRUE,818847,286074,715687,489279,226408,86889,1510,1551019,2011,0.527941308262504,0.1844426148229,0.201994301810616,0.0560205903344833,0.349361968719431,0.597521881377107,0.276496097561571,0.106111398100011,0.00184405633775296
"pc2001__24__23",1,"The Dangs",TRUE,72420,28338,64438,55314,9124,7769,89,228291,2011,0.317226697504501,0.124131043273716,0.0739976608801924,0.0340311269388631,0.391300745650373,0.763794531897266,0.125987296326981,0.107276995305164,0.00122894228113781
"pc2001__24__24",1,"Navsari",TRUE,688321,247029,596993,419770,177223,87840,2432,1329672,2011,0.517662250539983,0.185781907116943,0.199344650410026,0.0660614046170785,0.358886333556582,0.609846278117332,0.257471441376916,0.127614877360999,0.00353323522019523
"pc2001__24__25",1,"Valsad",TRUE,820773,311979,570730,462739,107991,240455,2321,1705678,2011,0.481200437597249,0.182906152274931,0.204285920320248,0.140973266935494,0.380103877686035,0.563784383745567,0.13157231049267,0.292961634946569,0.00282782206529698
"pc2001__25__01",1,"Diu",TRUE,5066,2147,308,264,44,4573,99,52074,2011,0.0972846334063064,0.0412297883780774,0.0886622882820601,0.0878173368667665,0.423805763916305,0.0521121200157916,0.00868535333596526,0.902684563758389,0.0195420450059218
"pc2001__25__02",1,"Daman",TRUE,143526,104560,21619,20801,818,119949,1621,191173,2011,0.750765013887944,0.546939159818594,0.631715775763314,0.627436928855016,0.728509120298761,0.144928445020414,0.00569931580340844,0.835730111617407,0.0112941209258253
"pc2001__26__01",1,"Dadra & Nagar Haveli",TRUE,188057,118095,46921,46921,0,135602,1481,343709,2011,0.547140167990946,0.343590071834022,0.394525601599027,0.394525601599027,0.627974497093966,0.249504139702324,0,0.721068612176096,0.00787527185906401
"pc2001__27__01",1,"Nandurbar",TRUE,658747,223921,578608,430518,148090,76949,1511,1648295,2011,0.399653581428082,0.135850075380924,0.136528352024365,0.0466839977067212,0.339919574586298,0.653540737187418,0.224805577862214,0.116811158153282,0.00229374858633132
"pc2001__27__02",1,"Dhule",TRUE,1055137,341720,981664,605596,376068,70979,2345,2050862,2011,0.51448464109238,0.166622620147041,0.217980049364609,0.0346093496295704,0.323863157106613,0.573950112639401,0.356416275801152,0.0672699374583585,0.00222246021132801
"pc2001__27__04",1,"Buldana",TRUE,1187626,409528,1156706,821329,335377,28022,2813,2586258,2011,0.459206312749927,0.15834769771616,0.140511503492691,0.0108349592345389,0.344829096028548,0.691572094245158,0.282392773482561,0.0235949701336953,0.00236859078531457
"pc2001__27__05",1,"Akola",TRUE,793721,264875,763587,445245,318342,27334,2739,1813906,2011,0.43757559653036,0.146024656183948,0.190569963382888,0.0150691380920511,0.333712979749811,0.560959077559999,0.401075440866501,0.0344377936327752,0.00345083473915897
"pc2001__27__06",1,"Washim",TRUE,493898,149346,486599,285145,201454,5318,1133,1197160,2011,0.412558054061278,0.124750242239968,0.172718767750342,0.00444217982558722,0.3023822732629,0.577335806178604,0.407885838776428,0.0107674054156931,0.00229399592628437
"pc2001__27__07",1,"Amravati",TRUE,1263301,372677,1173156,830209,342947,84884,5111,2888445,2011,0.437363702615075,0.129023401865017,0.148118105070375,0.029387438569888,0.295002537004245,0.657174339290478,0.271468953163181,0.0671922210146275,0.00404574998357478
"pc2001__27__08",1,"Wardha",TRUE,781501,263572,747036,469763,277273,30925,2677,1300774,2011,0.600796910147343,0.2026270512787,0.236934317567848,0.0237743066820216,0.337263803885088,0.60110351746191,0.354795451317401,0.0395712865370614,0.003425459468382
"pc2001__27__09",1,"Nagpur",TRUE,2114895,741064,1626180,1030695,595485,476528,11386,4653570,2011,0.454467215492622,0.159246342055669,0.230363570334174,0.102400522609523,0.350402265833528,0.48735043583724,0.281567170001348,0.225319933140889,0.00538371881346355
"pc2001__27__10",1,"Bhandara",TRUE,521793,159723,489744,351048,138696,30126,1240,1200334,2011,0.434706506688972,0.133065463446008,0.140645853570756,0.0250980143859959,0.306104144747055,0.672772536235634,0.265806555473147,0.0577355388056183,0.00237642130116732
"pc2001__27__11",1,"Gondiya",TRUE,526833,162668,451648,353037,98611,71342,2644,1322507,2011,0.398359328154785,0.122999727033581,0.128508204493436,0.0539445159836583,0.308765775872051,0.670111781152661,0.187176961200229,0.135416725983376,0.00501866815480427
"pc2001__27__12",1,"Gadchiroli",TRUE,520849,160861,479513,363250,116263,29746,10462,1072942,2011,0.485440033105238,0.149925159048672,0.136082845111851,0.0277237725804377,0.308843829977594,0.697419021635829,0.223218245595173,0.0571106021130884,0.0200864358000111
"pc2001__27__13",1,"Chandrapur",TRUE,1173917,376015,1067602,778873,288729,101081,5123,2204307,2011,0.532556036885969,0.170581956143133,0.1768401588345,0.0458561352842413,0.3203079945175,0.663482171226756,0.24595350437893,0.0861057468287792,0.00436402232866548
"pc2001__27__14",1,"Yavatmal",TRUE,1240500,426070,1197801,869449,328352,39546,2989,2772348,2011,0.447454648550615,0.153685612340154,0.132702676575957,0.0142644429920053,0.343466344216042,0.700885933091495,0.264693268843208,0.0318790810157195,0.00240951229343007
"pc2001__27__15",1,"Nanded",TRUE,1180040,353597,1096456,860246,236210,81782,1716,3361292,2011,0.351067387183262,0.105196751725229,0.0946040986620621,0.0243305252861102,0.299648317006203,0.728997322124674,0.200171180637944,0.0693044303582929,0.00145418799362733
"pc2001__27__16",1,"Hingoli",TRUE,405335,129078,399691,242406,157285,4346,1092,1177345,2011,0.344278864733787,0.109634813924551,0.13728431343404,0.00369135639935618,0.318447703751218,0.598038659380512,0.388037055768685,0.0107219953865321,0.00269406786978672
"pc2001__27__17",1,"Parbhani",TRUE,669619,183937,658970,436762,222208,8388,1785,1836086,2011,0.36469914807912,0.100178858724482,0.125591067085093,0.00456841346211452,0.274689039588184,0.652254490986666,0.331842435773178,0.0125265262783762,0.00266569496982612
"pc2001__27__20",1,"Nashik",TRUE,3434553,1340629,3214577,2344131,870446,206051,13252,6107187,2011,0.562378882454393,0.219516612148932,0.176267240547899,0.0337391011606489,0.390335802067984,0.682514143761939,0.253437929186127,0.0599935420999472,0.00385843514425312
"pc2001__27__22",1,"Mumbai Suburban",TRUE,4271562,1283455,1522350,0,1522350,2667113,69269,9356962,2011,0.456511632728657,0.137165780944713,0.447737524209247,0.285040486431387,0.300465028951938,0,0.356391877257078,0.624388221451544,0.016216316185976
"pc2001__27__23",1,"Mumbai",TRUE,1233320,385781,426123,0,426123,781585,23502,3085411,2011,0.399726324953142,0.125033909582872,0.391425323887158,0.253316332896979,0.312798787013914,0,0.345508870366166,0.633724418642364,0.0190558816852074
"pc2001__27__24",1,"Raigarh",TRUE,1479878,657916,1278725,819842,458883,191657,8651,2634200,2011,0.561794093083289,0.249759319717561,0.246959228608306,0.0727571938349404,0.44457448519405,0.553992964284894,0.310081641865073,0.129508648685905,0.00584575214983938
"pc2001__27__25",1,"Pune",TRUE,6094325,2682010,5159568,2689982,2469586,893012,41182,9429408,2011,0.646310457666059,0.284430369329655,0.356607541003635,0.0947049910238267,0.440083192150074,0.441391294359917,0.405227158052779,0.14653173239038,0.00675743417031419
"pc2001__27__27",1,"Bid",TRUE,896928,280801,886500,619618,266882,8251,1872,2585049,2011,0.346967504291021,0.108625020260738,0.106432411919465,0.00319181570639473,0.31306972243034,0.690822451746406,0.297551196974562,0.00919917763744693,0.00208712405009098
"pc2001__27__31",1,"Satara",TRUE,1924434,615894,1859560,1372385,487175,59050,5519,3003741,2011,0.640679073195725,0.205042312236641,0.181848235250642,0.0196588187863068,0.320039034853884,0.713136953514644,0.253152355445809,0.0306843466702417,0.00286785621122886
"pc2001__27__32",1,"Ratnagiri",TRUE,831042,256049,790784,630275,160509,36899,3096,1615069,2011,0.514555105695175,0.15853749901707,0.122228833566863,0.0228467019056152,0.30810596817008,0.758415338815607,0.193141862866137,0.0444008846724955,0.00372544347939093
"pc2001__27__33",1,"Sindhudurg",TRUE,524613,159312,478565,387795,90770,43367,1267,849651,2011,0.617445280473983,0.187502868824965,0.157873056113628,0.051040956816387,0.30367528063544,0.73920204036118,0.173022780602082,0.0826647452503083,0.00241511361708536
"pc2001__27__34",1,"Kolhapur",TRUE,2291809,740012,1943496,1541505,401991,343567,2079,3876001,2011,0.591281839194572,0.190921519370093,0.192352375554083,0.0886395540145629,0.322894272602996,0.672614951769541,0.175403360402198,0.149910834628889,0.00090714365813207
"pc2001__27__35",1,"Sangli",TRUE,1665083,499248,1479950,1008941,471009,182559,1265,2822143,2011,0.590006601366408,0.176903863482467,0.231585713409987,0.0646880756928334,0.299833701983625,0.605940364534381,0.282874187052537,0.109639579528468,0.000759721887737728
"pc2001__28__01",1,"Adilabad",TRUE,1227496,241852,1127205,990236,136969,94804,5247,2741239,2011,0.447788755376675,0.0882272578202776,0.0845504532804327,0.0345843613052346,0.197028747955187,0.806712201098822,0.111584070335056,0.0772336528998872,0.00427455568083318
"pc2001__28__02",1,"Nizamabad",TRUE,1077145,235702,1009995,841760,168235,64235,2672,2551335,2011,0.422188775680183,0.0923837912308654,0.0911170034511344,0.0251770151704892,0.218821050090749,0.781473246406008,0.156186028807635,0.0596344967483486,0.0024806316698309
"pc2001__28__03",1,"Karimnagar",TRUE,1615095,362288,1582935,1341354,241581,29522,2498,3776269,2011,0.427695961278182,0.0959380806822819,0.0717912309742765,0.00781776933793647,0.224313740058634,0.830510898739703,0.149576959869234,0.0182788009374062,0.00154665824610936
"pc2001__28__04",1,"Medak",TRUE,1373113,396952,1297270,1016227,281043,69383,6341,3033288,2011,0.452681380732723,0.130865252491686,0.115526781499152,0.0228738583345861,0.289089099003505,0.740089854221757,0.204675798714308,0.0505297087712373,0.00461797390309465
"pc2001__28__05",1,"Hyderabad",TRUE,2110198,459837,1935557,1492269,443288,151278,22989,3943323,2011,0.535131917928103,0.116611548179036,0.150777909899848,0.038363076014823,0.217911778894682,0.707170132850093,0.210069386853745,0.0716890073822457,0.0108942383605709
"pc2001__28__06",1,"Rangareddy",TRUE,3546914,1242213,3295776,1498289,1797487,226521,24029,5296741,2011,0.669640822535971,0.23452402146905,0.382123271649492,0.0427661084429086,0.350223602827698,0.422420447746971,0.506774903479475,0.063864249316448,0.00677462154424945
"pc2001__28__07",1,"Mahbubnagar",TRUE,1666317,338998,1617123,1446504,170619,46012,2985,4053028,2011,0.411128913987271,0.0836406755640474,0.0534491742963532,0.0113524999087102,0.203441482022928,0.868084524133163,0.102392882026649,0.0276129932059746,0.00179137583064927
"pc2001__28__08",1,"Nalgonda",TRUE,1540904,424521,1524216,1264406,259810,13481,3120,3488809,2011,0.441670495575997,0.121680779887922,0.0783336089765877,0.00386406937152478,0.275501264192967,0.820561177075275,0.168608816642698,0.00874876046788119,0.0020247854506186
"pc2001__28__09",1,"Warangal",TRUE,1478737,375247,1459751,1198969,260782,15374,3481,3512576,2011,0.420983631386196,0.106829574648349,0.078619224181911,0.0043768447999417,0.25376182512509,0.810806113595589,0.17635455121499,0.0103967101654993,0.00235403591037487
"pc2001__28__10",1,"Khammam",TRUE,1277314,399737,1249452,943583,305869,26207,1534,2797370,2011,0.456612460990144,0.142897435805775,0.11871007410532,0.00936844250134948,0.312951239867409,0.738724385703124,0.239462653662294,0.0205172729649875,0.00120095763453622
"pc2001__28__11",1,"Srikakulam",TRUE,851656,287631,782542,699742,82800,67089,1092,2703114,2011,0.315064773442778,0.106407276940595,0.0554504915441968,0.0248191530212932,0.337731431469983,0.821625163211438,0.0972223526870004,0.0787747635195431,0.00128220783978508
"pc2001__28__12",1,"Vizianagaram",TRUE,941835,277547,906454,713422,193032,33581,1575,2344474,2011,0.401725504313548,0.118383483885938,0.0966583549231085,0.0143234687183564,0.294687498341005,0.757480875100203,0.204953096880027,0.0356548652364799,0.00167226743537881
"pc2001__28__13",1,"Visakhapatnam",TRUE,2033960,588445,1899603,1356517,543086,119787,14218,4290589,2011,0.474051464728968,0.137147836812149,0.15449463931409,0.0279185445168484,0.289310015929517,0.666933961336506,0.26700918405475,0.0588934885641802,0.0069903046274263
"pc2001__28__14",1,"East Godavari",TRUE,2501379,782411,2454726,2108622,346104,34352,12076,5154296,2011,0.485299835321836,0.151797840093002,0.073813378199467,0.0066647317111784,0.312791864007813,0.842983810130332,0.138365277712814,0.0137332247532261,0.00482773702025963
"pc2001__28__15",1,"West Godavari",TRUE,1944000,656865,1923601,1482372,441229,17045,3245,3936966,2011,0.493781251857395,0.166845484568574,0.116402834060543,0.00432947604830725,0.337893518518519,0.762537037037037,0.226969650205761,0.00876800411522634,0.00166923868312757
"pc2001__28__16",1,"Krishna",TRUE,2318200,725758,2278606,1618396,660210,33982,5446,4517398,2011,0.513171520419498,0.160658414423524,0.153670763567877,0.0075224720071156,0.313069622983349,0.69812613234406,0.284794236907946,0.014658786989906,0.00234923647657665
"pc2001__28__17",1,"Guntur",TRUE,2253509,679364,2219947,1788223,431724,24632,8732,4887813,2011,0.461046484388826,0.138991405767774,0.0933660923607347,0.00503947266395011,0.301469397282194,0.793528226423768,0.191578555932104,0.0109305088198006,0.00387484585151424
"pc2001__28__18",1,"Prakasam",TRUE,1251646,405384,1234944,996988,237956,13907,2753,3397448,2011,0.368407698955216,0.119320148535018,0.0741329962960434,0.00409336655042255,0.323880713875968,0.796541514134188,0.19011445728265,0.0111109690759208,0.00219950369353635
"pc2001__28__19",1,"Sri Potti Sriramulu Nellore",TRUE,1310523,422064,1259616,1055517,204099,47044,3767,2963557,2011,0.442212854350363,0.14241804696181,0.0847437724329244,0.0158741674278578,0.322057682314618,0.80541661611433,0.155738586808473,0.0358971189364857,0.00287442494332415
"pc2001__28__20",1,"Y.S.R.",TRUE,1198150,362175,1181678,1004750,176928,14441,1930,2882469,2011,0.415667956880022,0.125647491785688,0.0663906532906338,0.00500994113032959,0.30227851270709,0.838584484413471,0.14766765430038,0.0120527479864792,0.00161081667570838
"pc2001__28__21",1,"Kurnool",TRUE,1593260,400065,1543886,1365752,178134,46446,2830,4053463,2011,0.39306143907074,0.0986970893776507,0.0554044776034714,0.0114583505511213,0.251098376912745,0.857205980191557,0.111804727414232,0.0291515509082008,0.0017762323788961
"pc2001__28__22",1,"Anantapur",TRUE,1622352,475095,1450334,1285158,165176,169933,1957,4081148,2011,0.397523441933495,0.11641209777249,0.0821114549141565,0.0416385291589523,0.29284335335365,0.792157312346519,0.101812676903656,0.104744839590915,0.00120627336114481
"pc2001__28__23",1,"Chittoor",TRUE,1626941,556092,1390356,1184730,205626,232834,3578,4174064,2011,0.389773851095719,0.1332255566757,0.105043909245282,0.0557811284158556,0.341802191966396,0.728194814685966,0.126388111185347,0.143111520331715,0.00219921927101229
"pc2001__29__02",1,"Bagalkot",TRUE,834572,298009,808363,520338,288025,25232,949,1889752,2011,0.441630436163052,0.157697412147202,0.165766195775954,0.0133520165609032,0.357080036234142,0.623478861020978,0.345117018064349,0.030233460983594,0.00113710979999329
"pc2001__29__05",1,"Bidar",TRUE,560462,145884,472878,436211,36667,86425,840,1703300,2011,0.32904479539717,0.0856478600363999,0.0722667762578524,0.0507397405037281,0.260292401625802,0.778306111743526,0.0654228118944728,0.154203139552726,0.00149876352009592
"pc2001__29__06",1,"Raichur",TRUE,662263,187156,596325,481373,114952,61776,4093,1928812,2011,0.343352799547079,0.097031748039726,0.0916253113315346,0.0320280048029564,0.282600719049683,0.726860778874858,0.173574546668016,0.093280162110823,0.00618032413104764
"pc2001__29__07",1,"Koppal",TRUE,533941,174016,509665,341230,168435,23801,460,1389920,2011,0.384152325313687,0.125198572579717,0.138307240704501,0.0171240071371014,0.325908667811612,0.639078100389369,0.315456202089744,0.0445760861218749,0.000861518407464495
"pc2001__29__08",1,"Gadag",TRUE,495567,158169,487827,267030,220797,7003,709,1064570,2011,0.465509078782983,0.148575481180195,0.213983110551678,0.00657824285861897,0.319167741193421,0.538837331783593,0.445544194831375,0.0141312879994027,0.00143068444831879
"pc2001__29__09",1,"Dharwad",TRUE,866022,285527,824808,427132,397676,40019,1140,1847023,2011,0.46887450778902,0.154587679741941,0.236973226646338,0.0216667578043154,0.329699476456718,0.493211488853632,0.459198496112108,0.0462101424675124,0.00131636378752503
"pc2001__29__11",1,"Haveri",TRUE,690579,233606,684324,482477,201847,5803,436,1597668,2011,0.432241867521913,0.146216861075017,0.129970682269408,0.00363216888615157,0.338275562969624,0.698655765669098,0.292286617461579,0.00840309363592,0.000631354269388441
"pc2001__29__13",1,"Chitradurga",TRUE,609033,167011,577949,440051,137898,30648,420,1659456,2011,0.367007621774847,0.100642017625053,0.101567019553396,0.0184687029966447,0.274223235850931,0.722540486311908,0.226421228406343,0.0503223963233519,0.000689617803961362
"pc2001__29__16",1,"Udupi",TRUE,557952,232995,523596,405073,118523,30976,3274,1177361,2011,0.473900528385092,0.197895972433264,0.126978046665381,0.0263096875130058,0.417589685134205,0.725999727575132,0.212425083161276,0.0555173204863501,0.00586788827712778
"pc2001__29__20",1,"Bangalore",TRUE,5140755,2363113,3374564,1146456,2228108,1716132,47020,9621551,2011,0.534295873918872,0.245606243733469,0.409938065079113,0.178363342874761,0.459682089498527,0.223013156627772,0.433420382803693,0.333828785849549,0.00914651641636297
"pc2001__29__22",1,"Mandya",TRUE,717189,188014,702519,516675,185844,13417,1224,1805769,2011,0.397165418168105,0.104118522358065,0.110346893761051,0.00743007549692126,0.262154048653842,0.720416793899516,0.259128346921104,0.0187077604369281,0.00170666309717522
"pc2001__29__23",1,"Hassan",TRUE,764073,225869,749999,577020,172979,13037,1005,1776421,2011,0.430119324191732,0.127148350531771,0.104713916352036,0.00733891346702161,0.295611806725274,0.75518962193403,0.226390672095467,0.0170625058076911,0.00131531934775866
"pc2001__29__24",1,"Dakshina Kannada",TRUE,1062515,464568,920826,761649,159177,132975,8320,2089649,2011,0.508465775831252,0.22231867648586,0.139809125838837,0.0636350889551307,0.437234297868736,0.716835997609445,0.149811532072488,0.125151174336362,0.00783047768737383
"pc2001__29__25",1,"Kodagu",TRUE,268606,117861,241946,173257,68689,25060,1228,554519,2011,0.484394583413733,0.212546369015309,0.16906363893753,0.0451923198303394,0.438787666693968,0.64502282153042,0.255723997230144,0.0932965011950589,0.00457175193405955
"pc2001__30__01",1,"North Goa",TRUE,660094,246181,514215,455588,58627,135982,8263,818008,2011,0.806952988234834,0.300951824432035,0.237905986249523,0.166235538038748,0.37294839825843,0.690186549188449,0.0888161383075744,0.206003993370641,0.0125179141152624
"pc2001__31__01",1,"Lakshadweep",TRUE,20401,15479,14170,14170,0,6077,131,64473,2011,0.316427031470538,0.240084996820374,0.094256510477254,0.094256510477254,0.758737316798196,0.694573795402186,0,0.297877555021813,0.0064212538601049
