"target_unit_2001","census_2011_source_district_count","census_2011_source_districts","census_2011_parent_reconstruction_complete","migrants_total","work_employment","business","education","marriage","moved_after_birth","moved_with_household","other_reason","recent_0_9_work_employment_within_india_classified_origin","census_year","work_employment_share_among_migrants","business_share_among_migrants","education_share_among_migrants","marriage_share_among_migrants","moved_after_birth_share_among_migrants","moved_with_household_share_among_migrants","other_reason_share_among_migrants"
"pc2001__24__09",1,"Rajkot",TRUE,1828255,214864,71694,19817,594694,146690,428211,352285,90104,2011,0.117524087176023,0.0392144421866753,0.0108392975815737,0.325279569863066,0.0802349781622367,0.234218421390889,0.192689203639536
"pc2001__24__11",1,"Porbandar",TRUE,255749,20497,3873,870,96609,35525,51969,46406,9074,2011,0.0801449859041482,0.015143754227778,0.00340177283195633,0.377749277612034,0.13890572397155,0.20320314057924,0.181451344873294
"pc2001__24__13",1,"Amreli",TRUE,649912,35181,7678,9485,322199,96531,77868,100970,16532,2011,0.0541319440170362,0.0118139071135785,0.0145942835337707,0.495757887221655,0.148529339356713,0.119813143933333,0.155359494823915
"pc2001__24__14",1,"Bhavnagar",TRUE,1121025,104509,20190,6940,507411,112735,174618,194622,49545,2011,0.0932262884413818,0.0180103030708503,0.00619076291786535,0.452631297250284,0.100564215784661,0.155766374523316,0.173610758011641
"pc2001__24__15",1,"Anand",TRUE,1048550,43026,14679,6481,457299,196042,113262,217761,17376,2011,0.0410338085928187,0.0139993324114253,0.00618091650374326,0.436125125172858,0.186964856230032,0.108017738782128,0.207678222306995
"pc2001__24__17",1,"Panch Mahals",TRUE,742287,32714,7520,2892,512674,30543,56131,99813,12900,2011,0.0440719021079448,0.0101308523522573,0.00389606715461809,0.690668164739515,0.0411471573663556,0.0756189991202864,0.134466857159023
"pc2001__24__18",1,"Dohad",TRUE,560837,16466,3876,5984,436807,10799,17017,69888,9316,2011,0.0293596891788523,0.0069110989467528,0.0106697667949868,0.778848399802438,0.0192551490005117,0.0303421493232437,0.124613746953215
"pc2001__24__20",1,"Narmada",TRUE,208822,10041,2060,8150,113969,14909,19957,39736,4807,2011,0.0480840141364416,0.00986486098208043,0.0390284548562891,0.545771039449866,0.0713957341659404,0.0955694323395045,0.190286464069878
"pc2001__24__21",1,"Bharuch",TRUE,818847,89890,14837,8254,248545,117177,164166,175978,45796,2011,0.109776307417625,0.0181193800551263,0.010080027160141,0.303530451964775,0.143099993038993,0.200484339565267,0.214909500798073
"pc2001__24__23",1,"The Dangs",TRUE,72420,2774,730,6875,40368,854,4391,16428,1203,2011,0.0383043358188346,0.0100800883733775,0.0949323391328362,0.557415078707539,0.0117923225628279,0.0606324219828777,0.226843413421707
"pc2001__24__24",1,"Navsari",TRUE,688321,53993,14865,7820,249697,127402,120595,113949,24542,2011,0.0784415991957241,0.0215960285971226,0.0113609783807264,0.362762432062947,0.185090967731625,0.175201686422469,0.165546307609386
"pc2001__24__25",1,"Valsad",TRUE,820773,106203,23887,5071,270764,67221,156072,191555,62166,2011,0.12939387626055,0.0291030528538341,0.00617832214266307,0.329889019253801,0.0818996238911368,0.190152453845338,0.233383651752677
"pc2001__25__01",1,"Diu",TRUE,5066,701,259,51,1776,286,1351,642,415,2011,0.138373470193447,0.0511251480457955,0.0100671140939597,0.350572443742598,0.0564547966837742,0.266679826292933,0.126727200947493
"pc2001__25__02",1,"Daman",TRUE,143526,73081,1686,628,15233,12213,29318,11367,61625,2011,0.509183005169795,0.0117470005434555,0.00437551384418154,0.106134080236333,0.0850925964633586,0.204269609687443,0.0791981940554325
"pc2001__26__01",1,"Dadra & Nagar Haveli",TRUE,188057,63779,4099,2430,39216,4676,47763,26094,48310,2011,0.339147173463365,0.0217965829509138,0.012921614191442,0.208532519395715,0.0248648016292932,0.253981505607342,0.138755802761929
"pc2001__27__01",1,"Nandurbar",TRUE,658747,36038,2719,22865,252633,69465,63621,211406,15614,2011,0.0547068905057632,0.00412753302861341,0.0347098354907119,0.383505351827029,0.105450195598614,0.0965788079490305,0.320921385600238
"pc2001__27__02",1,"Dhule",TRUE,1055137,69985,4900,20062,365188,212162,110932,271908,26008,2011,0.0663278796971389,0.00464394671023763,0.0190136446736301,0.346104818615971,0.201075310599477,0.105135162542874,0.257699237160672
"pc2001__27__04",1,"Buldana",TRUE,1187626,66534,3156,9351,545694,220795,127832,214264,25040,2011,0.056022687276971,0.00265740224616167,0.00787369087574708,0.459483035905243,0.185912905241212,0.107636579192439,0.180413699262226
"pc2001__27__05",1,"Akola",TRUE,793721,67059,3693,7855,335153,125193,108723,146045,20813,2011,0.0844868662918078,0.00465276841610591,0.00989642456228322,0.422255427284902,0.157729227272555,0.136978862849792,0.184000423322553
"pc2001__27__06",1,"Washim",TRUE,493898,23361,1672,5114,247543,62479,40972,112757,9065,2011,0.0472992399240329,0.00338531437665267,0.0103543646663886,0.501202677475916,0.126501828312729,0.0829563999044337,0.228300175339848
"pc2001__27__07",1,"Amravati",TRUE,1263301,105083,4149,18391,525266,185743,150146,274523,33699,2011,0.083181284586967,0.00328425292151277,0.0145578923787759,0.415788477963684,0.147029884406013,0.118852118378755,0.217306089364292
"pc2001__27__08",1,"Wardha",TRUE,781501,84446,1612,12745,265572,137917,127329,151880,32497,2011,0.108056163715721,0.00206269729661254,0.0163083604499546,0.339822981672448,0.176477061449697,0.162928774243411,0.194343961172155
"pc2001__27__09",1,"Nagpur",TRUE,2114895,392188,15999,43758,632083,148145,448393,434329,148322,2011,0.185440884772057,0.00756491457022689,0.0206903888845546,0.298872048021297,0.0700483948375688,0.212016672222498,0.205366696691798
"pc2001__27__10",1,"Bhandara",TRUE,521793,45477,1743,6875,263345,33410,75726,95217,16969,2011,0.0871552512203115,0.0033404051031731,0.0131757229399398,0.50469247383541,0.0640292223161292,0.145126515687255,0.182480408897781
"pc2001__27__11",1,"Gondiya",TRUE,526833,36224,2235,9862,297519,15562,66279,99152,14103,2011,0.0687580314824622,0.00424233106126609,0.0187194044412556,0.56473113870999,0.0295387722485114,0.125806469981949,0.188203852074566
"pc2001__27__12",1,"Gadchiroli",TRUE,520849,42312,1675,16490,181035,39002,68594,171741,18105,2011,0.0812365964031802,0.00321590326562977,0.031659847671782,0.347576744891514,0.0748815875618461,0.131696518568721,0.329732801637327
"pc2001__27__13",1,"Chandrapur",TRUE,1173917,160035,5019,15791,419204,157134,188702,228032,54024,2011,0.136325651643174,0.00427543003466173,0.0134515472558963,0.3570985001495,0.133854437749858,0.160745606375919,0.194248826790991
"pc2001__27__14",1,"Yavatmal",TRUE,1240500,114775,3859,21489,527525,145516,172391,254945,41880,2011,0.0925231761386538,0.00311084240225715,0.017322853688029,0.425251914550584,0.117304312777106,0.138968964127368,0.205517936316002
"pc2001__27__15",1,"Nanded",TRUE,1180040,92548,7261,19661,637875,46401,135495,240799,32123,2011,0.0784278499033931,0.00615318124809329,0.0166612996169621,0.540553710043727,0.0393215484220874,0.11482237890241,0.204060031863327
"pc2001__27__16",1,"Hingoli",TRUE,405335,21623,1223,4160,253512,20027,34230,70560,9976,2011,0.0533459977549434,0.00301725733035637,0.0102631156944256,0.625438217770486,0.0494085139452552,0.0844486659183145,0.174078231586219
"pc2001__27__17",1,"Parbhani",TRUE,669619,47362,4076,6889,365771,32358,65817,147346,14575,2011,0.0707297731993865,0.00608704352773741,0.0102879398583374,0.546237487287547,0.0483230015874699,0.098290221752967,0.220044532786555
"pc2001__27__20",1,"Nashik",TRUE,3434553,376417,14476,51719,1023039,735156,540030,693716,171848,2011,0.109597085850764,0.00421481339784246,0.0150584370076688,0.297866709292301,0.214047068133757,0.157234434874058,0.201981451443609
"pc2001__27__22",1,"Mumbai Suburban",TRUE,4271562,1280211,48031,62108,833001,386228,730959,931024,422043,2011,0.299705587792007,0.0112443644736984,0.0145398802592588,0.195010864878,0.0904184464605688,0.171122179661679,0.217958676474788
"pc2001__27__23",1,"Mumbai",TRUE,1233320,391332,18204,19306,235793,110835,178466,279384,157831,2011,0.317299646482665,0.0147601595692926,0.0156536827425161,0.191185580384653,0.0898671877533811,0.144703726526773,0.226530016540719
"pc2001__27__24",1,"Raigarh",TRUE,1479878,229331,12163,16333,373184,139896,352732,356239,139958,2011,0.154966152615283,0.00821892074887254,0.0110367205945355,0.252172138514121,0.0945321168366582,0.238352080374193,0.240721870316337
"pc2001__27__25",1,"Pune",TRUE,6094325,1205275,48283,123162,1329531,809804,1281117,1297153,673709,2011,0.197770056569021,0.00792261653259385,0.0202092930718332,0.218158860907484,0.132878374553375,0.210214748967277,0.212846049398416
"pc2001__27__27",1,"Bid",TRUE,896928,52980,3143,7726,530683,66279,88742,147375,20375,2011,0.0590682864176389,0.00350418316743373,0.00861384637339898,0.591667335616683,0.0738955635234935,0.0989399372078918,0.16431084769346
"pc2001__27__31",1,"Satara",TRUE,1924434,129588,7902,17433,666509,448981,224435,429586,65455,2011,0.0673382407502674,0.00410614237744708,0.00905876740901481,0.346340274595024,0.233305480988176,0.116623900845651,0.223227193034419
"pc2001__27__32",1,"Ratnagiri",TRUE,831042,68135,2625,9595,344801,132411,109857,163618,36666,2011,0.0819874326448001,0.00315868512060762,0.0115457461837067,0.414902014579287,0.159331297335153,0.132191874778892,0.196882949357554
"pc2001__27__33",1,"Sindhudurg",TRUE,524613,35119,2057,4134,193929,110033,64166,115175,19956,2011,0.0669426796514764,0.00392098556459714,0.00788009446963762,0.369661064441789,0.209741275950081,0.122311113144356,0.219542786778063
"pc2001__27__34",1,"Kolhapur",TRUE,2291809,173131,12138,16987,792477,561679,276160,459237,75390,2011,0.0755433807965672,0.00529625287273067,0.00741204873530037,0.345786668958888,0.245081069146687,0.120498697753609,0.200381881736218
"pc2001__27__35",1,"Sangli",TRUE,1665083,115859,8567,11167,580794,410731,166924,371041,49385,2011,0.0695815163568423,0.00514508886343804,0.00670657258527052,0.348807837206914,0.246672988673838,0.100249657224295,0.222836339089403
"pc2001__28__01",1,"Adilabad",TRUE,1227496,104352,9044,12164,396843,30899,135410,538784,33508,2011,0.0850120896524306,0.00736784478320092,0.00990960459341619,0.323294739860659,0.0251723834537954,0.110314005096554,0.438929332559943
"pc2001__28__02",1,"Nizamabad",TRUE,1077145,64846,8790,15948,434235,67111,88788,397427,22457,2011,0.060201736999197,0.00816046121924161,0.0148058060892452,0.403135139651579,0.0623045179618343,0.0824290137353838,0.368963324343519
"pc2001__28__03",1,"Karimnagar",TRUE,1615095,140737,13133,16901,649953,91321,184694,518356,48075,2011,0.0871385274550413,0.00813141022664302,0.0104643999269393,0.402424006018222,0.0565421848250413,0.114354883149288,0.320944588398825
"pc2001__28__04",1,"Medak",TRUE,1373113,115885,9033,18874,607335,97528,160699,363759,56862,2011,0.0843958217568401,0.00657848261577889,0.0137454091542357,0.44230518537076,0.0710269293204565,0.117032611300017,0.264915560481912
"pc2001__28__05",1,"Hyderabad",TRUE,2110198,282769,51024,48633,153496,81573,311447,1181256,96992,2011,0.134001169558496,0.0241797215237622,0.0230466524942209,0.0727400935836353,0.0386565620856432,0.147591363464471,0.559784437289771
"pc2001__28__06",1,"Rangareddy",TRUE,3546914,670249,68327,83138,588175,205182,779074,1152769,308359,2011,0.188966803254886,0.0192637881831925,0.0234395308146744,0.165827251520618,0.0578480335299925,0.219648404218428,0.32500618847821
"pc2001__28__07",1,"Mahbubnagar",TRUE,1666317,59340,10150,29391,740983,52955,82004,691494,24333,2011,0.0356114712866759,0.00609127795011393,0.0176383005154481,0.444683094513229,0.0317796673742151,0.0492127248296693,0.414983463530649
"pc2001__28__08",1,"Nalgonda",TRUE,1540904,124869,12044,33656,676463,116881,170553,406438,51958,2011,0.081036196933748,0.00781619101514436,0.0218417240788524,0.43900398726981,0.0758522270044078,0.110683728512613,0.263765945185424
"pc2001__28__09",1,"Warangal",TRUE,1478737,114553,11880,40975,622204,88124,167617,433384,44389,2011,0.0774667841543155,0.00803388296904723,0.0277094574626861,0.420767181723322,0.0595940995592861,0.11335146141606,0.293077132715283
"pc2001__28__10",1,"Khammam",TRUE,1277314,144043,11871,30758,453755,97141,213432,326314,56980,2011,0.112770235040092,0.00929372104275065,0.0240802183331585,0.355241545931541,0.0760509945087895,0.167094387127989,0.25546889801568
"pc2001__28__11",1,"Srikakulam",TRUE,851656,48666,6875,28697,427319,81246,99694,159159,22561,2011,0.0571427900466855,0.00807250814883004,0.0336955296504692,0.501750706858168,0.0953976722996139,0.117059000347558,0.186881792648675
"pc2001__28__12",1,"Vizianagaram",TRUE,941835,57840,6972,28972,367286,106886,101925,271954,23916,2011,0.0614120307697208,0.00740257051394353,0.0307612267541555,0.389968518901931,0.113486969585968,0.1082195926038,0.288749090870482
"pc2001__28__13",1,"Visakhapatnam",TRUE,2033960,246022,25901,59845,503691,184724,333378,680399,89237,2011,0.120957147633188,0.0127342720604142,0.0294228991720584,0.247640563236249,0.0908198784636866,0.163905878188362,0.334519361246042
"pc2001__28__14",1,"East Godavari",TRUE,2501379,181043,17381,38037,862150,431802,328665,642301,71734,2011,0.0723772766941755,0.00694856717034884,0.0152064121430619,0.34466988009414,0.172625579730221,0.13139352333253,0.256778760835523
"pc2001__28__15",1,"West Godavari",TRUE,1944000,158174,12767,35384,721402,397738,271696,346839,60407,2011,0.0813652263374486,0.00656738683127572,0.018201646090535,0.371091563786008,0.204597736625514,0.139761316872428,0.17841512345679
"pc2001__28__16",1,"Krishna",TRUE,2318200,259982,24916,72332,670537,295969,371366,623098,94554,2011,0.112148218445346,0.0107479941333793,0.0312017944957294,0.289248986282461,0.127671900612544,0.160195841601242,0.268785264429299
"pc2001__28__17",1,"Guntur",TRUE,2253509,222499,19360,70303,731853,241020,320266,648208,95145,2011,0.0987344625648267,0.00859104623056753,0.0311971241295242,0.32476151637291,0.10695320054191,0.142118802276805,0.287643847883456
"pc2001__28__18",1,"Prakasam",TRUE,1251646,108319,10891,31090,542829,89729,171672,297116,48947,2011,0.0865412424918867,0.00870134207275859,0.0248392916207937,0.43369211422399,0.0716888001879126,0.137156991673365,0.237380217729294
"pc2001__28__19",1,"Sri Potti Sriramulu Nellore",TRUE,1310523,120718,11802,75341,450783,131343,216814,303722,50867,2011,0.092114369606638,0.00900556495383904,0.0574892619206225,0.343971834145604,0.100221819838339,0.165440820191633,0.231756329343323
"pc2001__28__20",1,"Y.S.R.",TRUE,1198150,106205,10980,25556,438759,63852,201347,351451,44669,2011,0.0886408212661186,0.00916412803071402,0.0213295497224888,0.366197053791262,0.0532921587447315,0.168048241038267,0.293328047406418
"pc2001__28__21",1,"Kurnool",TRUE,1593260,103243,14782,42746,636209,78792,147727,569761,39121,2011,0.0647998443443004,0.00927783287096896,0.0268292682926829,0.399312729874597,0.0494533221194281,0.0927199578223265,0.357607044675696
"pc2001__28__22",1,"Anantapur",TRUE,1622352,135407,17054,39922,689337,104919,190795,444918,52843,2011,0.0834633914218369,0.0105118987741255,0.024607483456118,0.424899775141276,0.0646709222166336,0.117603947848556,0.274242581141454
"pc2001__28__23",1,"Chittoor",TRUE,1626941,167555,20167,54691,672947,97755,282048,331778,73122,2011,0.102987754319302,0.0123956554048364,0.0336158471634804,0.413627169024568,0.0600851536718295,0.173360927040378,0.203927493375605
"pc2001__29__02",1,"Bagalkot",TRUE,834572,45350,3952,9935,304119,136173,89170,245873,19732,2011,0.0543392301682779,0.00473536135887617,0.0119043054403934,0.364401154124509,0.163165071437815,0.106845185316545,0.294609692153583
"pc2001__29__05",1,"Bidar",TRUE,560462,28260,2620,8704,307929,11262,43517,158170,12461,2011,0.0504226869975128,0.00467471478887061,0.0155300448558511,0.549419942832877,0.0200941366230003,0.0776448715523978,0.28221360234949
"pc2001__29__06",1,"Raichur",TRUE,662263,52935,5128,11657,269102,35732,66407,221302,19229,2011,0.079930480790864,0.00774314735988573,0.0176017684817059,0.406337059446172,0.0539543957612006,0.10027285232604,0.334160295834132
"pc2001__29__07",1,"Koppal",TRUE,533941,43497,4281,7633,224669,49880,58535,145446,18003,2011,0.0814640568901808,0.00801773978772936,0.0142955869656011,0.420774954536175,0.0934185612268022,0.109628217349857,0.272400883243654
"pc2001__29__08",1,"Gadag",TRUE,495567,23510,2138,6909,182841,98964,39263,141942,9776,2011,0.0474406084343792,0.00431425014175682,0.0139416062812899,0.368953138526173,0.199698527141638,0.079228439343217,0.286423430131546
"pc2001__29__09",1,"Dharwad",TRUE,866022,77223,5972,13686,264391,170412,104945,229393,29013,2011,0.0891697901438993,0.00689589871850831,0.015803293680761,0.305293629953973,0.19677560154361,0.121180524282293,0.264881261676955
"pc2001__29__11",1,"Haveri",TRUE,690579,31554,2771,11125,287782,139454,55805,162088,14157,2011,0.0456920931566121,0.00401257495521874,0.0161096702911615,0.41672567512189,0.201937794227742,0.0808090023009677,0.234713189946407
"pc2001__29__13",1,"Chitradurga",TRUE,609033,35617,5888,11017,280893,33427,55950,186241,15083,2011,0.0584812317230758,0.00966778483267738,0.0180893317767674,0.461211461447902,0.054885367459563,0.0918669431705671,0.305797879589448
"pc2001__29__16",1,"Udupi",TRUE,557952,36628,2551,10405,159642,143301,103533,101892,19796,2011,0.0656472241339757,0.00457207788483597,0.0186485575820142,0.28612138678596,0.256833921197522,0.185558972814866,0.182617859600826
"pc2001__29__20",1,"Bangalore",TRUE,5140755,1434948,88232,137351,762122,210657,1090409,1417036,826973,2011,0.279131761774292,0.0171632376956303,0.0267180598958713,0.148250986479612,0.0409778330225813,0.21211067245959,0.275647448672423
"pc2001__29__22",1,"Mandya",TRUE,717189,30579,5409,13689,366349,31054,58336,211773,13577,2011,0.0426372964448702,0.00754194501031109,0.019087018902967,0.510812352113599,0.0432996044278426,0.0813397863045864,0.295281996795824
"pc2001__29__23",1,"Hassan",TRUE,764073,51963,8582,11386,376125,27228,89023,199766,25820,2011,0.0680078997687394,0.0112319110870296,0.0149017175060498,0.492263173806691,0.0356353385082315,0.116511118702009,0.26144884062125
"pc2001__29__24",1,"Dakshina Kannada",TRUE,1062515,80080,5940,32662,315215,210992,223581,194045,43178,2011,0.0753683477409731,0.00559050931045679,0.0307402719020437,0.296668752911724,0.198577902429613,0.210426205747684,0.182628009957506
"pc2001__29__25",1,"Kodagu",TRUE,268606,41305,2380,6078,85176,33532,57353,42782,23340,2011,0.153775418270627,0.00886056156601118,0.0226279383185781,0.317103862162424,0.124837122030037,0.213520919115731,0.159274178536593
"pc2001__30__01",1,"North Goa",TRUE,660094,61123,8838,4160,141775,165858,127847,150493,35782,2011,0.092597417943505,0.0133890021724179,0.00630213272655107,0.214780016179514,0.251264213884689,0.19367999103158,0.227987226061743
"pc2001__31__01",1,"Lakshadweep",TRUE,20401,6135,57,1026,338,1113,7738,3994,4974,2011,0.300720552914073,0.00279398068722121,0.0502916523699819,0.0165678153031714,0.0545561492083721,0.37929513259154,0.195774716925641
"pc2001__32__01",1,"Kasaragod",TRUE,690774,26221,1315,2842,169026,183081,131245,177044,12760,2011,0.037958869326292,0.0019036616896409,0.00411422549198435,0.244690738215393,0.265037479696688,0.189997017837961,0.25629800774204
"pc2001__32__02",1,"Kannur",TRUE,1335216,44607,2866,4863,315964,432668,323143,211105,22668,2011,0.0334080777941547,0.00214646918551006,0.00364210734442967,0.236638865921319,0.324043450647685,0.242015524079999,0.158105505026902
"pc2001__32__03",1,"Wayanad",TRUE,494943,27061,1123,3552,117778,134419,123575,87435,9456,2011,0.0546749827757944,0.00226894814150316,0.00717658397027536,0.237962755307177,0.271584808755756,0.249675215125782,0.176656705923712
"pc2001__32__04",1,"Kozhikode",TRUE,1799910,51214,3763,12100,481753,535839,316107,399134,22739,2011,0.0284536449044674,0.00209066008855998,0.00672255835013973,0.267653938252468,0.297703218494258,0.175623781189059,0.221752198721047
"pc2001__32__05",1,"Malappuram",TRUE,1862730,54694,2854,4278,678510,515387,202576,404431,25474,2011,0.0293622800942702,0.00153215978697933,0.00229662914109935,0.364255689230323,0.276683684699339,0.108752207781053,0.217117349266936
"pc2001__32__06",1,"Palakkad",TRUE,1389287,57806,4087,4349,475859,328704,198466,320016,23215,2011,0.0416083933701244,0.00294179676337575,0.00313038270710084,0.342520299981213,0.236599061245085,0.142854572165435,0.230345493767666
"pc2001__32__07",1,"Thrissur",TRUE,1821649,62668,4513,8601,592828,445043,342744,365252,30481,2011,0.0344017974922721,0.00247742567311266,0.00472154624738355,0.325434812085094,0.244307767303141,0.188150406582168,0.200506244616828
"pc2001__32__08",1,"Ernakulam",TRUE,1837383,126566,8776,10041,540748,386310,381423,383519,66076,2011,0.0688838418555086,0.00477635854908857,0.00546483776109826,0.294303365166653,0.210250122048588,0.20759036085563,0.208731113763434
"pc2001__32__09",1,"Idukki",TRUE,677458,59613,1871,2484,151549,124232,190350,147359,18719,2011,0.087995122944891,0.0027617948271332,0.00366664796932061,0.223702428785253,0.183379633866601,0.280976828083807,0.217517543522993
"pc2001__32__10",1,"Kottayam",TRUE,1299170,51846,3414,7798,378955,338695,241900,276562,26402,2011,0.0399070175573635,0.00262783161556994,0.00600229377217762,0.291690079050471,0.260701062986368,0.186195801935082,0.212875913082968
"pc2001__32__11",1,"Alappuzha",TRUE,1154093,22887,2271,3326,395494,275974,143304,310837,11003,2011,0.0198311574543819,0.0019677790264736,0.00288191679526693,0.342688154247535,0.239126309578171,0.124170235847544,0.269334447050628
"pc2001__32__12",1,"Pathanamthitta",TRUE,719060,25424,1587,2768,247856,151689,106054,183682,12333,2011,0.0353572719939922,0.00220704809056268,0.00384947014157372,0.344694462214558,0.21095457959002,0.147489778321698,0.255447389647595
"pc2001__32__13",1,"Kollam",TRUE,1230997,32979,2799,4537,419309,278828,175185,317360,14533,2011,0.0267904795868715,0.00227376671104804,0.00368563042801891,0.340625525488689,0.226505832264417,0.142311475982476,0.25780728953848
"pc2001__32__14",1,"Thiruvananthapuram",TRUE,1550749,70348,4885,10717,394082,301465,273641,495611,29959,2011,0.0453638854514818,0.00315009069810782,0.00691085404536775,0.254123652505983,0.194399609479032,0.176457311918305,0.319594595901722
"pc2001__33__02",1,"Chennai",TRUE,1370604,244095,14930,32756,191894,83192,244808,558929,88603,2011,0.178093015925825,0.0108930077542456,0.0238989525785712,0.140006887474427,0.0606973276015538,0.178613224534585,0.407797584130792
"pc2001__33__05",2,"Dharmapuri;Krishnagiri",TRUE,1229175,117079,6103,18704,504552,144556,180048,258133,50053,2011,0.0952500661012468,0.00496511888054996,0.0152167103951838,0.410480200134236,0.117604084040108,0.146478735737385,0.21000508471129
"pc2001__33__06",1,"Tiruvannamalai",TRUE,825047,44563,3546,7978,384094,100274,86733,197859,15889,2011,0.0540126804897176,0.00429793696601527,0.00966975214745342,0.465541963063922,0.121537318480038,0.105124920156064,0.239815428696789
"pc2001__33__08",1,"Salem",TRUE,1111989,110483,5784,17097,431456,142280,177293,227596,44435,2011,0.0993561986674329,0.00520149030251199,0.0153751520923318,0.388003838167464,0.127950905989178,0.159437728250909,0.204674686530173
"pc2001__33__09",1,"Namakkal",TRUE,828782,108280,3290,56392,252647,107654,162802,137717,47089,2011,0.130649555612936,0.00396968080870482,0.0680420182870767,0.304841321360744,0.129894230328361,0.196435250765581,0.166167942836596
"pc2001__33__11",1,"The Nilgiris",TRUE,368187,39201,1524,4128,85658,35861,80496,121319,10883,2011,0.106470353380212,0.00413920100383772,0.0112116940576392,0.232648083718328,0.0973988761145831,0.218628034123964,0.329503757601436
"pc2001__33__13",1,"Dindigul",TRUE,761754,68945,3743,10029,265440,83359,107238,223000,25400,2011,0.0905082218143915,0.00491365979043103,0.0131656676564875,0.348458951314991,0.109430341028731,0.1407777313936,0.292745427001368
"pc2001__33__14",1,"Karur",TRUE,535716,62341,2134,6910,170064,93319,103262,97686,27684,2011,0.116369494284285,0.00398345391961412,0.0128986253910654,0.317451784154291,0.174194909242957,0.19275511651696,0.182346616490827
"pc2001__33__15",1,"Tiruchirappalli",TRUE,1249669,128985,6636,37607,365710,167998,235633,307100,49959,2011,0.10321533141976,0.00531020614258656,0.0300935687770122,0.292645492526421,0.134433998122703,0.188556329716109,0.245745073295409
"pc2001__33__16",1,"Perambalur",TRUE,228531,14864,959,12457,88134,42489,24488,45140,5578,2011,0.0650415042160582,0.00419636723245424,0.0545090162822549,0.385654462633078,0.185922259999737,0.107153952855411,0.197522436781006
"pc2001__33__17",1,"Ariyalur",TRUE,324838,13872,1181,1735,129242,64841,29332,84635,4868,2011,0.0427043634057592,0.00363565838972041,0.00534112388328952,0.39786601321274,0.199610267271686,0.0902973174320738,0.260545256404731
"pc2001__33__18",1,"Cuddalore",TRUE,1150284,77677,6039,17447,409442,119792,138917,380970,26515,2011,0.0675285407777558,0.00525000782415473,0.0151675586203059,0.355948617906534,0.104141238163793,0.120767566966071,0.331196469741386
"pc2001__33__20",1,"Thiruvarur",TRUE,602538,25756,2517,5446,229857,97899,64697,176366,9609,2011,0.0427458517139168,0.00417732989454607,0.009038434090464,0.38148133395736,0.162477719247583,0.107374140718096,0.292705190378034
"pc2001__33__21",1,"Thanjavur",TRUE,1157271,69710,5259,27158,397273,298326,160226,199319,26499,2011,0.0602365392375684,0.00454431157438491,0.0234672777594876,0.34328433011801,0.257784045396454,0.138451581349572,0.172231914564523
"pc2001__33__22",1,"Pudukkottai",TRUE,702796,35984,1974,8659,275805,163327,74231,142816,12506,2011,0.0512012020557886,0.00280878092647084,0.0123207872554767,0.392439626861849,0.232396029573304,0.105622399672167,0.203211173654944
"pc2001__33__23",1,"Sivaganga",TRUE,600537,49905,2714,16039,200880,75087,87736,168176,20003,2011,0.0831006249406781,0.00451928857006313,0.026707763218586,0.334500621943361,0.125033095379635,0.146095910826477,0.2800426951212
"pc2001__33__24",1,"Madurai",TRUE,1207276,148803,7355,16415,322350,111594,233626,367133,57858,2011,0.12325516286251,0.00609222746082917,0.0135967251896004,0.267006053296843,0.0924345385810701,0.193514987459371,0.304100305149775
"pc2001__33__25",1,"Theni",TRUE,400674,38512,2355,10022,136974,44461,61404,106946,15747,2011,0.0961180411007452,0.00587759625031821,0.0250128533421185,0.341858967639527,0.110965523093587,0.153251770766259,0.266915247807444
"pc2001__33__26",1,"Virudhunagar",TRUE,739970,92287,2752,14714,225129,89627,132877,182584,36112,2011,0.124717218265605,0.00371906969201454,0.0198845899158074,0.304240712461316,0.121122477938295,0.179570793410544,0.246745138316418
"pc2001__33__27",1,"Ramanathapuram",TRUE,416291,31228,2250,10107,121375,34339,48359,168633,11219,2011,0.0750148333737698,0.00540487303352703,0.0242786896666034,0.291562873086375,0.0824879711547932,0.116166335568148,0.405084424116784
"pc2001__33__30",1,"Kanniyakumari",TRUE,734919,38656,2691,6084,292542,78644,112923,203379,16130,2011,0.0525989939027294,0.00366162801614872,0.00827846334085797,0.398060194388769,0.107010432442215,0.153653667955244,0.276736619954036
"pc2001__34__01",1,"Yanam",TRUE,29980,5525,311,304,5899,1758,10645,5538,2414,2011,0.184289526350901,0.0103735823882588,0.0101400933955971,0.196764509673115,0.0586390927284857,0.355070046697799,0.184723148765844
"pc2001__34__03",1,"Mahe",TRUE,19964,888,92,261,5022,5193,4681,3827,462,2011,0.0444800641154077,0.00460829493087558,0.0130735323582448,0.251552795031056,0.260118212783009,0.234472049689441,0.191695051091966
"pc2001__34__04",1,"Karaikal",TRUE,101877,7927,715,1299,31009,18422,20433,22072,3626,2011,0.0778095153960168,0.00701826712604415,0.0127506699254984,0.304376846589515,0.180825897896483,0.200565387673371,0.216653415393072
"pc2001__35__01",2,"North  & Middle Andaman;South Andaman",TRUE,197763,48204,2977,3820,38342,12772,61025,30623,20899,2011,0.243746302392257,0.0150533719654334,0.0193160500194677,0.193878531373412,0.064582353625299,0.308576427339796,0.154846963284335
"pc2001__35__02",1,"Nicobars",TRUE,18578,3925,81,252,898,718,6248,6456,2805,2011,0.211271396275164,0.00435999569383141,0.0135644310474755,0.0483367423834643,0.038647863063839,0.336311766605663,0.347507804930563
