"target_unit_2001","academic_year","dise_source_district_count","dise_source_districts","dise_english_enrollment","dise_hindi_enrollment","dise_grade_enrollment","dise_direct_enrollment","dise_management_enrollment","dise_government_enrollment","dise_private_enrollment","dise_government_schools","dise_private_schools","dise_total_schools","dise_total_teachers","dise_single_teacher_schools","dise_girls_toilet_schools","dise_total_enrollment","dise_total_enrollment_source","dise_direct_to_grade_enrollment_ratio","dise_management_to_grade_enrollment_ratio","dise_english_identity_resolved","dise_hindi_identity_resolved","dise_english_count_valid","dise_hindi_count_valid","dise_emi_enrollment_share_total","dise_hindi_enrollment_share_total","dise_english_share_english_hindi","dise_private_enrollment_share","dise_private_school_share","dise_single_teacher_school_share","dise_girls_toilet_school_share","dise_pupils_per_teacher","census_age_6_13_population","census_age_6_13_population_2001","census_age_6_13_population_2011","census_age_6_13_annual_log_growth_2001_2011","census_age_6_13_population_method","dise_emi_gross_enrollment_ratio_age_6_13","dise_elementary_gross_enrollment_ratio_age_6_13"
"pc2001__06__15","2005-06",1,"JHAJJAR",NA,NA,10752,NA,10752,10752,0,213,0,213,581,0,35,10752,"grade_i_viii_sum",NA,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,0,0,0,16.4319248826291,18.5060240963855,157422.244809773,167434,145995,-0.0137016869217648,"log_linear_interpolation_2001_2011",NA,6.83003854569129
"pc2001__06__16","2005-06",1,"MAHENDRAGARH",0,0,116602,NA,116602,87631,28971,777,233,1010,4014,68,661,116602,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,0,NA,24.8460575290304,23.0693069306931,6.73267326732673,65.4455445544555,29.0488290981565,156267.322636379,165480,145701,-0.0127293764997623,"log_linear_interpolation_2001_2011",0,74.6170075949424
"pc2001__06__17","2005-06",1,"REWARI",0,76383,76383,NA,76383,76383,0,650,0,650,2782,46,391,76383,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,100,0,0,0,7.07692307692308,60.1538461538462,27.4561466570812,142882.399170178,146291,138824,-0.00523908449156628,"log_linear_interpolation_2001_2011",0,53.4586488214165
"pc2001__06__18","2005-06",1,"GURGAON",1559,127968,142886,NA,142886,142371,515,943,2,945,3652,95,490,142886,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,1.09107960192041,89.5595089791862,1.2036100581346,0.360427193706871,0.211640211640212,10.0529100529101,51.8518518518519,39.1254107338445,NA,370766,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__06__19","2005-06",1,"FARIDABAD",2655,165882,175498,NA,175498,154754,20744,911,86,997,5003,103,630,175498,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,1.51283775313679,94.5207352790345,1.57532173944,11.8200777216834,8.6258776328987,10.3309929789368,63.1895687061184,35.078552868279,NA,466531,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__07__05","2005-06",1,"NEW DELHI",18104,25881,46527,NA,46527,22534,23993,51,33,84,1895,0,68,46527,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,38.9107400004299,55.6257656844413,41.1594861884733,51.5679068068004,39.2857142857143,0,80.952380952381,24.5525065963061,NA,29133,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__08__01","2005-06",1,"GANGANAGAR",123,264916,293076,NA,293076,196391,96685,2025,503,2528,9131,622,1351,293076,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.0419686361216886,90.3915707870996,0.0464082644441007,32.9897364506135,19.8971518987342,24.6044303797468,53.4414556962025,32.09681305443,NA,371381,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__08__02","2005-06",1,"HANUMANGARH",3634,295615,302642,NA,302642,183305,119337,1292,727,2019,9179,354,1353,302642,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,1.20075865213685,97.678114736223,1.21437331453071,39.4317378288539,36.0079247152055,17.5334323922734,67.0133729569094,32.9711297526964,318068.267612106,325807,308859,-0.0053420319434371,"log_linear_interpolation_2001_2011",1.14252202122589,95.1500136345199
"pc2001__08__03","2005-06",1,"BIKANER",3792,328642,362608,NA,362608,267417,95191,2012,576,2588,10423,742,1353,362608,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,1.04575740193267,90.6328597273088,1.14067754802457,26.2517649913957,22.2565687789799,28.6707882534776,52.2797527047913,34.7892161565768,NA,368742,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__08__04","2005-06",1,"CHURU",989,374332,379653,NA,379653,255140,124513,1698,684,2382,10755,263,1215,379653,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.260501036472779,98.598457012061,0.26350777068163,32.7965273552428,28.7153652392947,11.0411418975651,51.007556675063,35.3001394700139,NA,442254,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__08__05","2005-06",1,"JHUNJHUNUN",2584,386870,397533,NA,397533,221524,176009,2198,1066,3264,12020,336,1779,397533,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.650008930076245,97.3177069576614,0.663492992753958,44.2753180239125,32.6593137254902,10.2941176470588,54.5036764705882,33.0726289517471,405133.870450639,426410,380566,-0.0113741706495269,"log_linear_interpolation_2001_2011",0.637813865605895,98.1238620108004
"pc2001__08__06","2005-06",1,"ALWAR",913,592006,632764,NA,632764,425334,207430,3325,1465,4790,19843,557,1978,632764,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.144287601696683,93.55873595843,0.153983933724505,32.7815741729934,30.5845511482255,11.6283924843424,41.294363256785,31.8885249206269,NA,672559,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__08__07","2005-06",1,"BHARATPUR",1930,463970,483849,NA,483849,303862,179987,2184,1045,3229,15279,342,1258,483849,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.398884776035499,95.8914868068344,0.414251985404593,37.1990021680318,32.3629606689378,10.5915144007433,38.9594301641375,31.6675829569998,NA,490185,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__08__08","2005-06",1,"DHAULPUR",1069,238019,247570,NA,247570,193362,54208,1297,298,1595,6047,395,539,247570,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.431797067496062,96.1421012238963,0.4471157063508,21.8960294058246,18.6833855799373,24.7648902821317,33.7931034482759,40.9409624607243,NA,238582,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__08__09","2005-06",1,"KARAULI",0,201886,254421,NA,254421,191278,63143,1618,337,1955,4959,487,482,254421,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,79.3511541893161,0,24.8183129537263,17.2378516624041,24.9104859335038,24.6547314578005,51.3049001814882,NA,282739,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__08__10","2005-06",1,"SAWAI MADHOPUR",0,207103,227271,NA,227271,155141,72130,1403,436,1839,6918,420,737,227271,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,91.1260125576954,0,31.7374412045532,23.7085372485046,22.8384991843393,40.0761283306145,32.8521248915872,NA,250687,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__08__11","2005-06",1,"DAUSA",424,317617,325780,NA,325780,232296,93484,1752,535,2287,9415,409,714,325780,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.13014918042851,97.494321321137,0.133316144773787,28.6954386395727,23.3930913860953,17.8836904241364,31.2199387844338,34.6022304832714,NA,305525,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__08__12","2005-06",1,"JAIPUR",2008,793991,819677,NA,819677,565606,254071,4329,1444,5773,25151,1124,2182,819677,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.244974544851204,96.8663266140199,0.252261623444251,30.9964778809214,25.012991512212,19.4699463017495,37.7966395288412,32.5902349807165,NA,1119631,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__08__13","2005-06",1,"SIKAR",3493,471964,557002,NA,557002,300470,256532,2598,1507,4105,16979,763,1784,557002,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.627107263528677,84.7329093970937,0.734661599261342,46.0558489915656,36.7113276492083,18.5870889159562,43.4591961023143,32.8053477825549,NA,535272,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__08__14","2005-06",1,"NAGAUR",628,592244,619185,NA,619185,417296,201889,3604,1251,4855,18704,1126,1715,619185,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.10142364559865,95.648957904342,0.105925056335938,32.605602525901,25.7672502574665,23.1925849639547,35.3244078269825,33.1044161676647,NA,631474,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__08__15","2005-06",1,"JODHPUR",2592,537296,560123,NA,560123,445416,114707,3898,614,4512,15080,1686,1109,560123,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.462755501916543,95.9246451225891,0.480099576208399,20.4788948141747,13.6081560283688,37.3670212765957,24.5789007092199,37.1434350132626,NA,639130,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__08__16","2005-06",1,"JAISALMER",137,118190,121005,NA,121005,108964,12041,1444,98,1542,3914,881,339,121005,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.113218462047023,97.6736498491798,0.115780844608585,9.95082847816206,6.35538261997406,57.1335927367056,21.9844357976654,30.9159427695452,NA,111657,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__08__17","2005-06",1,"BARMER",0,482684,487543,NA,487543,443675,43868,4863,248,5111,12254,2759,903,487543,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,99.0033699591626,0,8.99777045306773,4.8522793973782,53.9816082958325,17.6677753864214,39.7864370817692,498114.451187109,437118,584341,0.0290281535002874,"log_linear_interpolation_2001_2011",0,97.8777063861699
"pc2001__08__18","2005-06",1,"JALOR",413,325422,344214,NA,344214,286380,57834,2135,370,2505,8123,913,510,344214,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.119983498637476,94.5406055535219,0.126751269814477,16.8017570464885,14.7704590818363,36.4471057884232,20.3592814371257,42.3752308260495,362074.460846811,337846,394059,0.0153910473925665,"log_linear_interpolation_2001_2011",0.114064935437337,95.0671856819066
"pc2001__08__19","2005-06",1,"SIROHI",4602,179090,187490,NA,187490,158999,28491,1129,176,1305,4925,399,431,187490,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,2.45453090831511,95.5197610539229,2.50528057835943,15.1960104538909,13.4865900383142,30.5747126436782,33.0268199233716,38.0690355329949,193050.675230105,182988,206104,0.0118960318841547,"log_linear_interpolation_2001_2011",2.3838300459269,97.1195774252139
"pc2001__08__20","2005-06",1,"PALI",1076,385354,401898,NA,401898,312801,89097,2361,583,2944,11811,640,958,401898,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.267729622939154,95.8835326376344,0.278446290401884,22.1690578206411,19.8029891304348,21.7391304347826,32.5407608695652,34.0274320548641,396368.767724947,402028,389560,-0.00315038408417462,"log_linear_interpolation_2001_2011",0.271464375504649,101.394971734728
"pc2001__08__21","2005-06",1,"AJMER",10673,384314,399881,NA,399881,303226,96655,2079,576,2655,13529,307,1270,399881,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,2.66904404060208,96.1070918598283,2.702114246798,24.1709408549043,21.6949152542373,11.5630885122411,47.834274952919,29.557321309779,NA,438521,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__08__22","2005-06",1,"TONK",505,224200,229929,NA,229929,173842,56087,1580,362,1942,7764,352,771,229929,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.219633017148772,97.508361276742,0.224739102378674,24.3931822432142,18.6405767250257,18.1256436663234,39.7013388259526,29.6147604327666,NA,262902,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__08__23","2005-06",1,"BUNDI",723,205671,212678,NA,212678,157328,55350,1449,447,1896,7201,502,613,212678,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.339950535551397,96.7053479908594,0.350300880839559,26.0252588420053,23.5759493670886,26.4767932489451,32.331223628692,29.5345090959589,207342.416075726,211172,202756,-0.00406696816329883,"log_linear_interpolation_2001_2011",0.348698550776,102.573320030343
"pc2001__08__24","2005-06",1,"BHILWARA",6017,364905,374285,NA,374285,307784,66501,3151,497,3648,13338,932,951,374285,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,1.60759848778337,97.4938883471152,1.62217393414249,17.7674766554898,13.6239035087719,25.5482456140351,26.0690789473684,28.0615534562903,NA,406713,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__08__25","2005-06",1,"RAJSAMAND",955,211911,215463,NA,215463,187627,27836,1960,211,2171,7009,792,664,215463,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.443231552517138,98.3514570947216,0.448639049918728,12.9191554930545,9.71902349147858,36.480884385076,30.584983878397,30.7409045512912,NA,203253,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__08__26","2005-06",1,"UDAIPUR",8495,475886,492469,NA,492469,425185,67284,4523,469,4992,16139,1808,1001,492469,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,1.72498167397339,96.6326814479693,1.75378472731176,13.6625858683491,9.39503205128205,36.2179487179487,20.0520833333333,30.514220211909,NA,544960,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__08__27","2005-06",1,"DUNGARPUR",712,258804,264322,NA,264322,230106,34216,2430,276,2706,8744,962,399,264322,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.269368421849108,97.9123947306694,0.274356879729959,12.9448173061645,10.19955654102,35.5506282335551,14.7450110864745,30.2289569990851,252021.738256867,229534,282520,0.0207698177864827,"log_linear_interpolation_2001_2011",0.282515311942778,104.880635229409
"pc2001__08__28","2005-06",1,"BANSWARA",2088,361804,370732,NA,370732,330468,40264,3377,332,3709,11007,1408,968,370732,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.563210081676251,97.5917913749015,0.573796620975454,10.8606756363087,8.95119978430844,37.9617147479105,26.0986788891885,33.6814754247297,NA,328381,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__08__29","2005-06",1,"CHITTAURGARH",4198,305969,323959,NA,323959,266758,57201,2881,490,3371,11553,1041,889,323959,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,1.29584299247744,94.4468281480064,1.35346442400384,17.6568639858748,14.5357460694156,30.881044200534,26.3719964402255,28.0411148619406,NA,353368,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__08__30","2005-06",1,"KOTA",8606,280381,301110,NA,301110,176458,124652,1319,760,2079,11683,257,1076,301110,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,2.85809172727575,93.1158048553685,2.9779886292463,41.3974959317193,36.5560365560366,12.3617123617124,51.7556517556518,25.7733458871865,NA,320491,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__08__31","2005-06",1,"BARAN",868,86859,240374,NA,240374,171403,68971,1484,422,1906,7872,436,480,240374,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.361103946350271,36.134939718938,0.989433127771382,28.6932030918485,22.1406086044071,22.8751311647429,25.1836306400839,30.5353150406504,NA,228204,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__08__32","2005-06",1,"JHALAWAR",588,237373,246970,NA,246970,200520,46450,1823,293,2116,7690,664,553,246970,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.238085597440985,96.1141029274811,0.247099314593568,18.8079523828805,13.8468809073724,31.3799621928166,26.1342155009452,32.1157347204161,252094.49355373,246203,259487,0.00525502061205801,"log_linear_interpolation_2001_2011",0.233245872097828,97.96723304762
"pc2001__09__01","2005-06",1,"SAHARANPUR",1280,409605,449935,NA,449935,268895,181040,1917,1212,3129,10441,127,2515,449935,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.28448553679976,91.0364830475513,0.311522688830208,40.236923111116,38.7344199424736,4.05880472994567,80.377117289869,43.0930945311752,661157.389923686,654601,669260,0.00221467346718079,"log_linear_interpolation_2001_2011",0.193599893082605,68.0526311672828
"pc2001__09__02","2005-06",1,"MUZAFFARNAGAR",0,426352,439494,NA,439494,332790,106704,2214,727,2941,7702,212,2398,439494,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,97.0097430226579,0,24.278829745116,24.7194831689901,7.20843250595036,81.5368922135328,57.0623214749416,NA,803860,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__09__03","2005-06",1,"BIJNOR",0,58241,629983,NA,629983,303118,326865,2213,1834,4047,13954,212,2537,629983,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,9.24485263888073,0,51.8847333975679,45.3175191499876,5.2384482332592,62.688411168767,45.1471262720367,738424.330184547,735755,741700,0.000804766586540909,"log_linear_interpolation_2001_2011",0,85.3144965906736
"pc2001__09__04","2005-06",1,"MORADABAD",310,817935,818406,NA,818406,497816,320590,2583,1332,3915,11696,316,3078,818406,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.0378785101771004,99.9424491022793,0.0378859632506156,39.1724889602471,34.0229885057471,8.07151979565773,78.6206896551724,69.9731532147743,NA,919161,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__09__05","2005-06",1,"RAMPUR",0,400647,404966,NA,404966,311444,93522,1525,455,1980,4740,280,1674,404966,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,98.9334907128006,0,23.0937905898273,22.979797979798,14.1414141414141,84.5454545454545,85.435864978903,493540.285017958,478715,512285,0.00677756800247857,"log_linear_interpolation_2001_2011",0,82.0532816252811
"pc2001__09__06","2005-06",1,"JYOTIBA PHULE NAGAR",0,357354,358089,NA,358089,187610,170479,1288,652,1940,5506,234,1329,358089,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,99.7947437648183,0,47.6079968946268,33.6082474226804,12.0618556701031,68.5051546391753,65.0361423901199,NA,358628,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__09__07","2005-06",1,"MEERUT",165,285594,316403,NA,316403,187437,128966,1930,632,2562,8730,118,1530,316403,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.0521486837988262,90.2627345505574,0.0577409635392061,40.7600433624207,24.6682279469165,4.60577673692428,59.7189695550351,36.2431844215349,NA,661898,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__09__08","2005-06",1,"BAGHPAT",125,165006,165906,NA,165906,119748,46158,668,199,867,2430,7,754,165906,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.075343869420033,99.4575241401758,0.0756974765489218,27.8217785975191,22.9527104959631,0.807381776239908,86.9665513264129,68.2740740740741,251393.134077,255811,246097,-0.00387131234096398,"log_linear_interpolation_2001_2011",0.0497229172383496,65.9946424587651
"pc2001__09__09","2005-06",1,"GHAZIABAD",0,350948,353703,NA,353703,216422,137281,1211,394,1605,6738,69,1353,353703,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,99.2210979267917,0,38.8125065379711,24.5482866043614,4.29906542056075,84.2990654205608,52.4937666963491,NA,721260,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__09__10","2005-06",1,"GAUTAM BUDDHA NAGAR",856,160919,162928,NA,162928,98216,64712,702,245,947,3461,99,742,162928,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.525385446332122,98.7669399980359,0.529129964456807,39.7181577138368,25.8711721224921,10.454065469905,78.3526927138332,47.0754117307137,272962.434876295,260864,288514,0.0100744412913699,"log_linear_interpolation_2001_2011",0.313596264770987,59.6887993301489
"pc2001__09__11","2005-06",1,"BULANDSHAHR",0,378023,406179,NA,406179,281082,125097,1952,739,2691,9811,161,1674,406179,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,93.0680808215097,0,30.7984903207699,27.4619100706057,5.98290598290598,62.2073578595318,41.4003669350729,670291.161122927,659367,683889,0.00365153398624505,"log_linear_interpolation_2001_2011",0,60.597397602489
"pc2001__09__12","2005-06",1,"ALIGARH",0,447229,447354,NA,447354,305748,141606,2057,628,2685,9525,109,2406,447354,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,99.9720579228083,0,31.654126262423,23.389199255121,4.05959031657356,89.608938547486,46.9662992125984,711538.539466235,691270,737120,0.0064220215677392,"log_linear_interpolation_2001_2011",0,62.8713660872938
"pc2001__09__13","2005-06",1,"HATHRAS",281,284740,302544,NA,302544,184666,117878,1202,569,1771,5195,65,1521,302544,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.0928790523031361,94.1152361309429,0.09858922675873,38.9622666455127,32.128740824393,3.67024280067758,85.8836815358554,58.2375360923965,NA,306910,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__09__14","2005-06",1,"MATHURA",NA,338856,339197,NA,339197,228522,110675,1552,504,2056,7365,69,1591,339197,"grade_i_viii_sum",NA,1,FALSE,TRUE,FALSE,TRUE,NA,99.8994684504875,NA,32.6285315023423,24.5136186770428,3.35603112840467,77.3832684824903,46.055261371351,490617.596187958,478980,505226,0.00533470110327371,"log_linear_interpolation_2001_2011",NA,69.136737580454
"pc2001__09__15","2005-06",1,"AGRA",NA,497028,497360,NA,497360,337959,159401,2065,544,2609,8900,244,2029,497360,"grade_i_viii_sum",NA,1,FALSE,TRUE,FALSE,TRUE,NA,99.9332475470484,NA,32.0494209425768,20.8509007282484,9.35224223840552,77.7692602529705,55.8831460674157,858747.960364865,838745,883845,0.00523749808811234,"log_linear_interpolation_2001_2011",NA,57.9168770064597
